N,sigma,epsilon,delta,method,rep,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,2.0,2.668102829441137,1e-05,gaussian,8,0.2,0.02,0.2,0.1988462656736374,0.01575492136180401,0.19988727569580078
100,2.0,2.668102829441137,1e-05,edge_flip,8,0.2,0.02,0.2,0.2077968418598175,0.02150913141667843,0.2199915200471878
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,9,0.2,0.02,0.2,0.00020260980818420649,0.9997559785842896,0.00020175233657937497
100,2.0,2.668102829441137,1e-05,gaussian,9,0.2,0.02,0.2,0.20411433279514313,0.02296648733317852,0.206047922372818
100,2.0,2.668102829441137,1e-05,edge_flip,9,0.2,0.02,0.2,0.2134251594543457,0.023807357996702194,0.1984163224697113
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,10,0.2,0.02,0.2,0.00020880700321868062,0.9997606873512268,0.00021040016144979745
100,2.0,2.668102829441137,1e-05,gaussian,10,0.2,0.02,0.2,0.21161386370658875,0.026662517338991165,0.2047615945339203
100,2.0,2.668102829441137,1e-05,edge_flip,10,0.2,0.02,0.2,0.2106110006570816,0.028863457962870598,0.2162393182516098
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,11,0.2,0.02,0.2,0.00021355380886234343,0.9997639656066895,0.0002144758909707889
100,2.0,2.668102829441137,1e-05,gaussian,11,0.2,0.02,0.2,0.20222239196300507,0.02361150085926056,0.20248261094093323
100,2.0,2.668102829441137,1e-05,edge_flip,11,0.2,0.02,0.2,0.1880977600812912,0.024267002940177917,0.1899738609790802
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,12,0.2,0.02,0.2,0.00021244949311949313,0.9997578263282776,0.00021777147776447237
100,2.0,2.668102829441137,1e-05,gaussian,12,0.2,0.02,0.2,0.1951403170824051,0.014930043369531631,0.21095217764377594
100,2.0,2.668102829441137,1e-05,edge_flip,12,0.2,0.02,0.2,0.1843455582857132,0.015533740632236004,0.1974782794713974
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,13,0.2,0.02,0.2,0.00021372316405177116,0.9997631311416626,0.00021910294890403748
100,2.0,2.668102829441137,1e-05,gaussian,13,0.2,0.02,0.2,0.20328138768672943,0.020880602300167084,0.20311886072158813
100,2.0,2.668102829441137,1e-05,edge_flip,13,0.2,0.02,0.2,0.2096729576587677,0.018291613087058067,0.2087348997592926
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,14,0.2,0.02,0.2,0.00022901261399965733,0.9997642040252686,0.000226916978135705
100,2.0,2.668102829441137,1e-05,gaussian,14,0.2,0.02,0.2,0.18674178421497345,0.013124123215675354,0.18154795467853546
100,2.0,2.668102829441137,1e-05,edge_flip,14,0.2,0.02,0.2,0.1946641206741333,0.031161684542894363,0.1815313994884491
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,15,0.2,0.02,0.2,0.00021074796677567065,0.9997624158859253,0.00020981380657758564
100,2.0,2.668102829441137,1e-05,gaussian,15,0.2,0.02,0.2,0.2095635086297989,0.02585662715137005,0.20815503597259521
100,2.0,2.668102829441137,1e-05,edge_flip,15,0.2,0.02,0.2,0.1993543803691864,0.029782747849822044,0.2115490585565567
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,16,0.2,0.02,0.2,0.00019155589689034969,0.9997480511665344,0.0001938192144734785
100,2.0,2.668102829441137,1e-05,gaussian,16,0.2,0.02,0.2,0.20446012914180756,0.028207803145051003,0.22111742198467255
100,2.0,2.668102829441137,1e-05,edge_flip,16,0.2,0.02,0.2,0.1871597021818161,0.030242392793297768,0.2284339815378189
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,17,0.2,0.02,0.2,0.0002178138238377869,0.999770998954773,0.0002209462400060147
100,2.0,2.668102829441137,1e-05,gaussian,17,0.2,0.02,0.2,0.20600561797618866,0.024456558749079704,0.20341506600379944
100,2.0,2.668102829441137,1e-05,edge_flip,17,0.2,0.02,0.2,0.1965402215719223,0.028403811156749725,0.2077968418598175
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,18,0.2,0.02,0.2,0.0002228535886388272,0.999765157699585,0.00022603070829063654
100,2.0,2.668102829441137,1e-05,gaussian,18,0.2,0.02,0.2,0.1800563484430313,0.01763443648815155,0.17595553398132324
100,2.0,2.668102829441137,1e-05,edge_flip,18,0.2,0.02,0.2,0.180593341588974,0.020589839667081833,0.1599562019109726
