N,sigma,epsilon,delta,method,rep,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,0,0.2,0.02,0.2,0.20904535055160522,0.022222505882382393,0.19651639461517334
100,1.0,5.635918426327381,1e-05,gaussian,0,0.2,0.02,0.2,0.20914088189601898,0.01671566814184189,0.19633489847183228
100,1.0,5.635918426327381,1e-05,edge_flip,0,0.2,0.02,0.2,0.2060736119747162,0.016965899616479874,0.1986740678548813
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,1,0.2,0.02,0.2,0.22275719046592712,0.03497719019651413,0.24843977391719818
100,1.0,5.635918426327381,1e-05,gaussian,1,0.2,0.02,0.2,0.21041953563690186,0.016446825116872787,0.21554143726825714
100,1.0,5.635918426327381,1e-05,edge_flip,1,0.2,0.02,0.2,0.21265098452568054,0.016965899616479874,0.2192283570766449
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,2,0.2,0.02,0.2,0.18700377643108368,0.04111245274543762,0.21222570538520813
100,1.0,5.635918426327381,1e-05,gaussian,2,0.2,0.02,0.2,0.17831774055957794,0.02235332317650318,0.19655443727970123
100,1.0,5.635918426327381,1e-05,edge_flip,2,0.2,0.02,0.2,0.1764754354953766,0.02220313437283039,0.20031841099262238
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,3,0.2,0.02,0.2,0.21530407667160034,0.03879271447658539,0.21828097105026245
100,1.0,5.635918426327381,1e-05,gaussian,3,0.2,0.02,0.2,0.19424302875995636,0.017773961648344994,0.1993102729320526
100,1.0,5.635918426327381,1e-05,edge_flip,3,0.2,0.02,0.2,0.19374103844165802,0.019383084028959274,0.2044292688369751
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,4,0.2,0.02,0.2,0.17501592636108398,0.029937749728560448,0.21528644859790802
100,1.0,5.635918426327381,1e-05,gaussian,4,0.2,0.02,0.2,0.1674787849187851,0.017463691532611847,0.19992376863956451
100,1.0,5.635918426327381,1e-05,edge_flip,4,0.2,0.02,0.2,0.1674315482378006,0.01736876368522644,0.19785189628601074
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,5,0.2,0.02,0.2,0.20241504907608032,0.025579923763871193,0.20426630973815918
100,1.0,5.635918426327381,1e-05,gaussian,5,0.2,0.02,0.2,0.2048160433769226,0.01775023713707924,0.18952472507953644
100,1.0,5.635918426327381,1e-05,edge_flip,5,0.2,0.02,0.2,0.2060736119747162,0.016563035547733307,0.1879858374595642
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,6,0.2,0.02,0.2,0.22664040327072144,0.032125841826200485,0.20743432641029358
100,1.0,5.635918426327381,1e-05,gaussian,6,0.2,0.02,0.2,0.2050236612558365,0.021876955404877663,0.20400622487068176
100,1.0,5.635918426327381,1e-05,edge_flip,6,0.2,0.02,0.2,0.2060736119747162,0.019383084028959274,0.20771795511245728
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,7,0.2,0.02,0.2,0.20611654222011566,0.031910255551338196,0.22813501954078674
100,1.0,5.635918426327381,1e-05,gaussian,7,0.2,0.02,0.2,0.2177092581987381,0.018223753198981285,0.22294482588768005
100,1.0,5.635918426327381,1e-05,edge_flip,7,0.2,0.02,0.2,0.2175840139389038,0.01616017147898674,0.2249835580587387
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,8,0.2,0.02,0.2,0.22024431824684143,0.04010854288935661,0.1940833330154419
100,1.0,5.635918426327381,1e-05,gaussian,8,0.2,0.02,0.2,0.20049944519996643,0.018506808206439018,0.17589034140110016
100,1.0,5.635918426327381,1e-05,edge_flip,8,0.2,0.02,0.2,0.202784925699234,0.019383084028959274,0.17236457765102386
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,9,0.2,0.02,0.2,0.2392999827861786,0.02372562885284424,0.2007177770137787
100,1.0,5.635918426327381,1e-05,gaussian,9,0.2,0.02,0.2,0.20745226740837097,0.025798922404646873,0.1868962198495865
100,1.0,5.635918426327381,1e-05,edge_flip,9,0.2,0.02,0.2,0.20936229825019836,0.023814590647816658,0.18634149432182312
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,10,0.2,0.02,0.2,0.20083488523960114,0.023150723427534103,0.22125940024852753
100,1.0,5.635918426327381,1e-05,gaussian,10,0.2,0.02,0.2,0.19241726398468018,0.022912058979272842,0.1884320229291916
100,1.0,5.635918426327381,1e-05,edge_flip,10,0.2,0.02,0.2,0.1896301805973053,0.021800270304083824,0.1879858374595642
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,11,0.2,0.02,0.2,0.20741057395935059,0.0392330177128315,0.21426793932914734
100,1.0,5.635918426327381,1e-05,gaussian,11,0.2,0.02,0.2,0.20273886620998383,0.021837003529071808,0.20589353144168854
100,1.0,5.635918426327381,1e-05,edge_flip,11,0.2,0.02,0.2,0.2044292688369751,0.02099454030394554,0.2044292688369751
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,12,0.2,0.02,0.2,0.21275465190410614,0.037849053740501404,0.23885224759578705
100,1.0,5.635918426327381,1e-05,gaussian,12,0.2,0.02,0.2,0.1955718696117401,0.017085593193769455,0.21399420499801636
100,1.0,5.635918426327381,1e-05,edge_flip,12,0.2,0.02,0.2,0.1953853815793991,0.019383084028959274,0.21429532766342163
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,13,0.2,0.02,0.2,0.201302170753479,0.03490166738629341,0.20138828456401825
100,1.0,5.635918426327381,1e-05,gaussian,13,0.2,0.02,0.2,0.1902492344379425,0.025721820071339607,0.19698676466941833
100,1.0,5.635918426327381,1e-05,edge_flip,13,0.2,0.02,0.2,0.1896301805973053,0.025426046922802925,0.1953853815793991
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,14,0.2,0.02,0.2,0.24026338756084442,0.023934151977300644,0.20509837567806244
100,1.0,5.635918426327381,1e-05,gaussian,14,0.2,0.02,0.2,0.21631819009780884,0.016332531347870827,0.19197013974189758
100,1.0,5.635918426327381,1e-05,edge_flip,14,0.2,0.02,0.2,0.21676184237003326,0.015354443341493607,0.19291886687278748
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,15,0.2,0.02,0.2,0.21516947448253632,0.03891053795814514,0.1873639076948166
100,1.0,5.635918426327381,1e-05,gaussian,15,0.2,0.02,0.2,0.2049037516117096,0.020009266212582588,0.18769091367721558
100,1.0,5.635918426327381,1e-05,edge_flip,15,0.2,0.02,0.2,0.202784925699234,0.020591676235198975,0.1912745237350464
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,16,0.2,0.02,0.2,0.21339020133018494,0.04292713478207588,0.1982520967721939
100,1.0,5.635918426327381,1e-05,gaussian,16,0.2,0.02,0.2,0.2090427726507187,0.01677325926721096,0.19773218035697937
100,1.0,5.635918426327381,1e-05,edge_flip,16,0.2,0.02,0.2,0.2044292688369751,0.017771627753973007,0.20360709726810455
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,17,0.2,0.02,0.2,0.20648765563964844,0.04090453311800957,0.23021841049194336
100,1.0,5.635918426327381,1e-05,gaussian,17,0.2,0.02,0.2,0.20021076500415802,0.02568264864385128,0.20204322040081024
100,1.0,5.635918426327381,1e-05,edge_flip,17,0.2,0.02,0.2,0.20196275413036346,0.021800270304083824,0.20031841099262238
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,18,0.2,0.02,0.2,0.20152871310710907,0.03557859733700752,0.20316214859485626
100,1.0,5.635918426327381,1e-05,gaussian,18,0.2,0.02,0.2,0.19127362966537476,0.02109239622950554,0.2005223035812378
100,1.0,5.635918426327381,1e-05,edge_flip,18,0.2,0.02,0.2,0.1879858374595642,0.02220313437283039,0.19949623942375183
100,1.0,5.635918426327381,1e-05,sbm_dpsgd,19,0.2,0.02,0.2,0.22142073512077332,0.03702004998922348,0.19881519675254822
100,1.0,5.635918426327381,1e-05,gaussian,19,0.2,0.02,0.2,0.21177850663661957,0.014975414611399174,0.18881478905677795
100,1.0,5.635918426327381,1e-05,edge_flip,19,0.2,0.02,0.2,0.20689578354358673,0.016965899616479874,0.1896301805973053
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,0,0.2,0.02,0.2,0.1947801262140274,0.05741092935204506,0.20685753226280212
100,2.0,2.668102829441137,1e-05,gaussian,0,0.2,0.02,0.2,0.18880681693553925,0.01809185929596424,0.20490312576293945
100,2.0,2.668102829441137,1e-05,edge_flip,0,0.2,0.02,0.2,0.1956021785736084,0.019210902974009514,0.1890358179807663
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,1,0.2,0.02,0.2,0.21221409738063812,0.036411359906196594,0.22321385145187378
100,2.0,2.668102829441137,1e-05,gaussian,1,0.2,0.02,0.2,0.186315655708313,0.022189978510141373,0.2157554030418396
100,2.0,2.668102829441137,1e-05,edge_flip,1,0.2,0.02,0.2,0.1712128221988678,0.02334771305322647,0.2378145009279251
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,2,0.2,0.02,0.2,0.20492082834243774,0.04163495451211929,0.2189325988292694
100,2.0,2.668102829441137,1e-05,gaussian,2,0.2,0.02,0.2,0.2006601244211197,0.01438028272241354,0.21208669245243073
100,2.0,2.668102829441137,1e-05,edge_flip,2,0.2,0.02,0.2,0.2096729576587677,0.013695158995687962,0.2040446400642395
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,3,0.2,0.02,0.2,0.22692959010601044,0.03671308979392052,0.19013607501983643
100,2.0,2.668102829441137,1e-05,gaussian,3,0.2,0.02,0.2,0.20321215689182281,0.01591838151216507,0.18217122554779053
100,2.0,2.668102829441137,1e-05,edge_flip,3,0.2,0.02,0.2,0.1937260627746582,0.0228880662471056,0.1721508800983429
