N,sigma,epsilon,rep,method,dp_type,delta,flip_prob,n_flipped,frac_flipped,epochs,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
100,5.0,4.150006096013556,9,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,86,0.017373737373737375,407,0.2,0.02,0.2,0.2173492476173374,0.01783404291014769,0.2021846766996387,1.0
100,5.0,4.150006096013556,10,edge_flip_pure_dp,pure,0.0,0.015519663438340655,86,0.017373737373737375,351,0.2,0.02,0.2,0.20386953416252254,0.019897955713219697,0.19123238768297157,1.0
100,5.0,4.150006096013556,10,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,70,0.014141414141414142,197,0.2,0.02,0.2,0.19881477205126116,0.016182789632442712,0.19544486740288367,1.0
100,5.0,4.150006096013556,11,edge_flip_pure_dp,pure,0.0,0.015519663438340655,96,0.019393939393939394,209,0.2,0.02,0.2,0.19119934939152178,0.02693296430308423,0.22180726152655184,0.9291252238549075
100,5.0,4.150006096013556,11,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,81,0.016363636363636365,161,0.2,0.02,0.2,0.0,0.0,0.11533304326190953,0.0
100,5.0,4.150006096013556,12,edge_flip_pure_dp,pure,0.0,0.015519663438340655,72,0.014545454545454545,303,0.2,0.02,0.2,0.10219794657704438,0.0,0.0,0.0
100,5.0,4.150006096013556,12,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,68,0.013737373737373737,299,0.2,0.02,0.2,0.0,0.0,0.10178109085650257,0.0
100,5.0,4.150006096013556,13,edge_flip_pure_dp,pure,0.0,0.015519663438340655,80,0.01616161616161616,337,0.2,0.02,0.2,0.22707273922636473,0.02280317787185843,0.19038991125100155,0.9291252238549075
100,5.0,4.150006096013556,13,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,94,0.01898989898989899,741,0.2,0.02,0.2,0.22707282665484332,0.027346094354406172,0.1863428210241778,0.9291252238549075
100,5.0,4.150006096013556,14,edge_flip_pure_dp,pure,0.0,0.015519663438340655,79,0.01595959595959596,629,0.2,0.02,0.2,0.1769102883394805,0.021549209519881027,0.209766869186313,1.0
100,5.0,4.150006096013556,14,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,78,0.01575757575757576,394,0.2,0.02,0.2,0.20134220053754429,0.02443905602096758,0.1785953441609962,1.0
100,5.0,4.150006096013556,15,edge_flip_pure_dp,pure,0.0,0.015519663438340655,69,0.013939393939393939,253,0.2,0.02,0.2,0.0,0.0,0.10365738807283091,0.0
100,5.0,4.150006096013556,15,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,65,0.013131313131313131,220,0.2,0.02,0.2,0.1871522589054057,0.012891846475336024,0.19899028791836418,0.9291252238549075
100,5.0,4.150006096013556,16,edge_flip_pure_dp,pure,0.0,0.015519663438340655,71,0.014343434343434344,461,0.2,0.02,0.2,0.18786248195509134,0.014944194293235723,0.1979721991387321,1.0
100,5.0,4.150006096013556,16,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,87,0.017575757575757574,773,0.2,0.02,0.2,0.0,0.20513334326696897,0.1044921831817261,0.0
100,5.0,4.150006096013556,17,edge_flip_pure_dp,pure,0.0,0.015519663438340655,90,0.01818181818181818,296,0.2,0.02,0.2,0.2077659876603841,0.029410836161819713,0.18067665356475843,0.9291252238549075
100,5.0,4.150006096013556,17,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,78,0.01575757575757576,206,0.2,0.02,0.2,0.20513334326696897,0.025694180311083867,0.18229563161803816,0.9291252238549075
100,5.0,4.150006096013556,18,edge_flip_pure_dp,pure,0.0,0.015519663438340655,100,0.020202020202020204,320,0.2,0.02,0.2,0.20639696345843275,0.02485171713320368,0.1861775290911512,1.0
100,5.0,4.150006096013556,18,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,69,0.013939393939393939,270,0.2,0.02,0.2,0.2038696290238274,0.01742122959072144,0.18617762961984555,1.0
100,5.0,4.150006096013556,19,edge_flip_pure_dp,pure,0.0,0.015519663438340655,69,0.013939393939393939,337,0.2,0.02,0.2,0.0,0.0,0.09886208030096089,0.0
100,5.0,4.150006096013556,19,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,86,0.017373737373737375,466,0.2,0.02,0.2,0.0,0.0,0.10365751503571276,0.0
100,10.0,1.9953178628215948,0,edge_flip_pure_dp,pure,0.0,0.11969539354136688,581,0.11737373737373738,224,0.2,0.02,0.2,0.0,0.0,0.10823535539766051,0.0
100,10.0,1.9953178628215948,0,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,592,0.1195959595959596,269,0.2,0.02,0.2,0.0,0.0,0.11965748787286505,0.0
100,10.0,1.9953178628215948,1,edge_flip_pure_dp,pure,0.0,0.11969539354136688,619,0.12505050505050505,187,0.2,0.02,0.2,0.0,0.0,0.12071870339515878,0.0
100,10.0,1.9953178628215948,1,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,572,0.11555555555555555,418,0.2,0.02,0.2,0.2121111100056946,0.01276979552699988,0.19164292560157092,0.6770006327837454
100,10.0,1.9953178628215948,2,edge_flip_pure_dp,pure,0.0,0.11969539354136688,593,0.11979797979797979,279,0.2,0.02,0.2,0.1903663535991776,0.013021938586103437,0.21075817086647616,0.6725550808455241
100,10.0,1.9953178628215948,2,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,572,0.11555555555555555,425,0.2,0.02,0.2,0.0,0.014296599854380693,0.12199165911111072,0.015051733759203989
100,10.0,1.9953178628215948,3,edge_flip_pure_dp,pure,0.0,0.11969539354136688,621,0.12545454545454546,294,0.2,0.02,0.2,0.10982897429095816,0.0,0.0,0.0
100,10.0,1.9953178628215948,3,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,546,0.1103030303030303,487,0.2,0.02,0.2,0.09947171208958136,0.0,0.0,0.0
100,10.0,1.9953178628215948,4,edge_flip_pure_dp,pure,0.0,0.11969539354136688,594,0.12,323,0.2,0.02,0.2,0.110625783737607,0.0,0.0,0.0
100,10.0,1.9953178628215948,4,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,636,0.12848484848484848,314,0.2,0.02,0.2,0.0,0.0,0.12125110175049272,0.0
100,10.0,1.9953178628215948,5,edge_flip_pure_dp,pure,0.0,0.11969539354136688,574,0.11595959595959596,789,0.2,0.02,0.2,0.0,0.03868926772962699,0.14386811468727206,0.007075971200995503
100,10.0,1.9953178628215948,5,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,564,0.11393939393939394,370,0.2,0.02,0.2,0.0,0.0,0.09522207508257424,0.0
100,10.0,1.9953178628215948,6,edge_flip_pure_dp,pure,0.0,0.11969539354136688,601,0.12141414141414142,411,0.2,0.02,0.2,0.0,0.0,0.10956337114207522,0.0
100,10.0,1.9953178628215948,6,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,586,0.11838383838383838,1000,0.2,0.02,0.2,0.16601208101508716,0.06031459215124993,0.0,0.007075971200995503
100,10.0,1.9953178628215948,7,edge_flip_pure_dp,pure,0.0,0.11969539354136688,628,0.12686868686868688,335,0.2,0.02,0.2,0.11690811127955249,0.26759724472742574,0.0,0.018639764244343528
100,10.0,1.9953178628215948,7,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,589,0.11898989898989899,262,0.2,0.02,0.2,0.11168941848472677,0.0,0.0,0.0
100,10.0,1.9953178628215948,8,edge_flip_pure_dp,pure,0.0,0.11969539354136688,588,0.11878787878787879,170,0.2,0.02,0.2,0.09761122944234282,0.0,0.0,0.0
100,10.0,1.9953178628215948,8,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,597,0.1206060606060606,306,0.2,0.02,0.2,0.0,0.0,0.1100958046070991,0.0
100,10.0,1.9953178628215948,9,edge_flip_pure_dp,pure,0.0,0.11969539354136688,600,0.12121212121212122,997,0.2,0.02,0.2,0.12516390774404584,0.014398638512093633,0.0,0.011231596720452399
100,10.0,1.9953178628215948,9,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,559,0.11292929292929293,170,0.2,0.02,0.2,0.10159653059308489,0.0,0.0,0.0
100,10.0,1.9953178628215948,10,edge_flip_pure_dp,pure,0.0,0.11969539354136688,587,0.11858585858585859,496,0.2,0.02,0.2,0.0982074814092229,0.29415755961571993,0.0,0.018639764244343528
100,10.0,1.9953178628215948,10,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,582,0.11757575757575757,125,0.2,0.02,0.2,0.10929899766828526,0.0,0.0,0.0
100,10.0,1.9953178628215948,11,edge_flip_pure_dp,pure,0.0,0.11969539354136688,605,0.12222222222222222,217,0.2,0.02,0.2,0.11992189394850995,0.0,0.0,0.0
100,10.0,1.9953178628215948,11,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,585,0.11818181818181818,216,0.2,0.02,0.2,0.11673586243054769,0.0,0.0,0.0
100,10.0,1.9953178628215948,12,edge_flip_pure_dp,pure,0.0,0.11969539354136688,603,0.12181818181818181,247,0.2,0.02,0.2,0.10504811761106521,0.0,0.0,0.0
100,10.0,1.9953178628215948,12,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,596,0.1204040404040404,490,0.2,0.02,0.2,0.10265893984483668,0.0,0.0,0.0
100,10.0,1.9953178628215948,13,edge_flip_pure_dp,pure,0.0,0.11969539354136688,555,0.11212121212121212,315,0.2,0.02,0.2,0.0,0.0,0.10796975224877756,0.0
100,10.0,1.9953178628215948,13,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,639,0.1290909090909091,591,0.2,0.02,0.2,0.26909338415970646,0.16683838225354478,0.041740240117286345,0.0029536865490922917
100,10.0,1.9953178628215948,14,edge_flip_pure_dp,pure,0.0,0.11969539354136688,568,0.11474747474747475,675,0.2,0.02,0.2,0.14057859598882771,0.03142980196510437,0.0,7.84044000653094e-16
100,10.0,1.9953178628215948,14,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,588,0.11878787878787879,278,0.2,0.02,0.2,0.11168941848472677,0.0,0.0,0.0
100,10.0,1.9953178628215948,15,edge_flip_pure_dp,pure,0.0,0.11969539354136688,581,0.11737373737373738,723,0.2,0.02,0.2,0.10398570501553343,0.0,0.0,0.0
100,10.0,1.9953178628215948,15,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,560,0.11313131313131314,726,0.2,0.02,0.2,0.36852685509571803,0.17569957590277113,0.07406640321271944,0.0
100,10.0,1.9953178628215948,16,edge_flip_pure_dp,pure,0.0,0.11969539354136688,553,0.11171717171717171,509,0.2,0.02,0.2,0.0,0.05298990043000857,0.15893091294531772,0.0014615125060597647
100,10.0,1.9953178628215948,16,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,605,0.12222222222222222,968,0.2,0.02,0.2,0.22087801336232454,0.11391968889007519,0.025818918596312433,0.002611220469271829
100,10.0,1.9953178628215948,17,edge_flip_pure_dp,pure,0.0,0.11969539354136688,649,0.13111111111111112,226,0.2,0.02,0.2,0.12178111599069055,0.0,0.0,0.0
100,10.0,1.9953178628215948,17,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,622,0.12565656565656566,566,0.2,0.02,0.2,0.08135245186305871,0.20071154005529301,0.26369205981256505,1.3346998331843798e-15
100,10.0,1.9953178628215948,18,edge_flip_pure_dp,pure,0.0,0.11969539354136688,623,0.12585858585858586,218,0.2,0.02,0.2,0.1087665616954264,0.0,0.0,0.0
100,10.0,1.9953178628215948,18,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,593,0.11979797979797979,354,0.2,0.02,0.2,0.10876779304240937,0.0,0.0,0.0
100,10.0,1.9953178628215948,19,edge_flip_pure_dp,pure,0.0,0.11969539354136688,553,0.11171717171717171,246,0.2,0.02,0.2,0.7191225978284272,0.1806404691223987,0.07724528311893701,0.007848505707418938
100,10.0,1.9953178628215948,19,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,608,0.12282828282828283,666,0.2,0.02,0.2,0.0,0.28087809182619666,0.09983488259910873,0.018639764244343528
200,0.5,75.26107361311833,0,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,244,0.2,0.02,0.2,0.10919597989949749,0.0,0.0,0.0
200,0.5,75.26107361311833,0,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,244,0.2,0.02,0.2,0.10919597989949749,0.0,0.0,0.0
200,0.5,75.26107361311833,1,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,271,0.2,0.02,0.2,0.2016161616161616,0.0197,0.19373737373737374,1.0
200,0.5,75.26107361311833,1,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,271,0.2,0.02,0.2,0.2016161616161616,0.0197,0.19373737373737374,1.0
200,0.5,75.26107361311833,2,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,285,0.2,0.02,0.2,0.20242424242424242,0.0186,0.2014141414141414,1.0
200,0.5,75.26107361311833,2,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,285,0.2,0.02,0.2,0.20242424242424242,0.0186,0.2014141414141414,1.0
200,0.5,75.26107361311833,3,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,183,0.2,0.02,0.2,0.19777777777777777,0.0219,0.20040404040404042,1.0
200,0.5,75.26107361311833,3,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,183,0.2,0.02,0.2,0.19777777777777777,0.0219,0.20040404040404042,1.0
200,0.5,75.26107361311833,4,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,514,0.2,0.02,0.2,0.201010101010101,0.019,0.2107070707070707,1.0
200,0.5,75.26107361311833,4,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,514,0.2,0.02,0.2,0.201010101010101,0.019,0.2107070707070707,1.0
200,0.5,75.26107361311833,5,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,332,0.2,0.02,0.2,0.18646464646464647,0.0201,0.19252525252525252,1.0
200,0.5,75.26107361311833,5,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,332,0.2,0.02,0.2,0.18646464646464647,0.0201,0.19252525252525252,1.0
200,0.5,75.26107361311833,6,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,259,0.2,0.02,0.2,0.19838383838383838,0.0228,0.19535353535353536,1.0
200,0.5,75.26107361311833,6,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,259,0.2,0.02,0.2,0.19838383838383838,0.0228,0.19535353535353536,1.0
200,0.5,75.26107361311833,7,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,247,0.2,0.02,0.2,0.19454545454545455,0.018,0.19252525252525252,1.0
200,0.5,75.26107361311833,7,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,247,0.2,0.02,0.2,0.19454545454545455,0.018,0.19252525252525252,1.0
200,0.5,75.26107361311833,8,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,291,0.2,0.02,0.2,0.19676767676767676,0.02,0.19656565656565655,1.0
200,0.5,75.26107361311833,8,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,291,0.2,0.02,0.2,0.19676767676767676,0.02,0.19656565656565655,1.0
200,0.5,75.26107361311833,9,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,295,0.2,0.02,0.2,0.20363636363636364,0.0201,0.1874747474747475,1.0
200,0.5,75.26107361311833,9,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,295,0.2,0.02,0.2,0.20363636363636364,0.0201,0.1874747474747475,1.0
200,0.5,75.26107361311833,10,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,336,0.2,0.02,0.2,0.20525252525252524,0.0203,0.19474747474747475,1.0
200,0.5,75.26107361311833,10,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,336,0.2,0.02,0.2,0.20525252525252524,0.0203,0.19474747474747475,1.0
200,0.5,75.26107361311833,11,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,543,0.2,0.02,0.2,0.21252525252525253,0.0178,0.20242424242424242,1.0
200,0.5,75.26107361311833,11,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,543,0.2,0.02,0.2,0.21252525252525253,0.0178,0.20242424242424242,1.0
200,0.5,75.26107361311833,12,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,303,0.2,0.02,0.2,0.06430745814307458,0.09610613741775428,0.13498312710911137,0.0007195674037132582
200,0.5,75.26107361311833,12,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,303,0.2,0.02,0.2,0.06430745814307458,0.09610613741775428,0.13498312710911137,0.0007195674037132582
200,0.5,75.26107361311833,13,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,239,0.2,0.02,0.2,0.201010101010101,0.0218,0.1987878787878788,1.0
200,0.5,75.26107361311833,13,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,239,0.2,0.02,0.2,0.201010101010101,0.0218,0.1987878787878788,1.0
200,0.5,75.26107361311833,14,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,213,0.2,0.02,0.2,0.20020202020202021,0.0203,0.20202020202020202,1.0
200,0.5,75.26107361311833,14,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,213,0.2,0.02,0.2,0.20020202020202021,0.0203,0.20202020202020202,1.0
200,0.5,75.26107361311833,15,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,251,0.2,0.02,0.2,0.19777777777777777,0.0184,0.20565656565656565,1.0
200,0.5,75.26107361311833,15,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,251,0.2,0.02,0.2,0.19777777777777777,0.0184,0.20565656565656565,1.0
200,0.5,75.26107361311833,16,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,441,0.2,0.02,0.2,0.19494949494949496,0.021,0.19515151515151516,1.0
200,0.5,75.26107361311833,16,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,441,0.2,0.02,0.2,0.19494949494949496,0.021,0.19515151515151516,1.0
200,0.5,75.26107361311833,17,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,364,0.2,0.02,0.2,0.1987878787878788,0.0194,0.201010101010101,1.0
200,0.5,75.26107361311833,17,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,364,0.2,0.02,0.2,0.1987878787878788,0.0194,0.201010101010101,1.0
200,0.5,75.26107361311833,18,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,361,0.2,0.02,0.2,0.2191919191919192,0.0222,0.19272727272727272,1.0
200,0.5,75.26107361311833,18,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,361,0.2,0.02,0.2,0.2191919191919192,0.0222,0.19272727272727272,1.0
200,0.5,75.26107361311833,19,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,253,0.2,0.02,0.2,0.19676767676767676,0.0196,0.19313131313131313,1.0
200,0.5,75.26107361311833,19,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,253,0.2,0.02,0.2,0.19676767676767676,0.0196,0.19313131313131313,1.0
200,1.0,27.449962502007253,0,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,244,0.2,0.02,0.2,0.10919597989856074,0.0,0.0,0.0
200,1.0,27.449962502007253,0,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,244,0.2,0.02,0.2,0.10919597989856075,0.0,0.0,0.0
200,1.0,27.449962502007253,1,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,271,0.2,0.02,0.2,0.2016161616154464,0.019699999998848732,0.19373737373663963,1.0
200,1.0,27.449962502007253,1,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,271,0.2,0.02,0.2,0.2016161616154464,0.019699999998848746,0.19373737373663963,1.0
200,1.0,27.449962502007253,2,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,285,0.2,0.02,0.2,0.20242424242352913,0.018599999998846095,0.2014141414134257,1.0
200,1.0,27.449962502007253,2,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,285,0.2,0.02,0.2,0.20242424242352913,0.01859999999884611,0.2014141414134257,1.0
200,1.0,27.449962502007253,3,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,183,0.2,0.02,0.2,0.19777777777705335,0.021899999998854006,0.2004040404033223,1.0
200,1.0,27.449962502007253,3,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,183,0.2,0.02,0.2,0.19777777777705335,0.02189999999885402,0.2004040404033223,1.0
200,1.0,27.449962502007253,4,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,514,0.2,0.02,0.2,0.20101010100938432,0.018999999998847057,0.2107070707063773,1.0
200,1.0,27.449962502007253,4,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,514,0.2,0.02,0.2,0.20101010100938432,0.01899999999884707,0.2107070707063773,1.0
200,1.0,27.449962502007253,5,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,332,0.2,0.02,0.2,0.18646464646389493,0.020099999998849694,0.1925252525245155,1.0
200,1.0,27.449962502007253,5,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,332,0.2,0.02,0.2,0.18646464646389493,0.020099999998849708,0.1925252525245155,1.0
200,1.0,27.449962502007253,6,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,259,0.2,0.02,0.2,0.1983838383831154,0.022799999998856166,0.19535353535280514,1.0
200,1.0,27.449962502007253,6,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,259,0.2,0.02,0.2,0.1983838383831154,0.02279999999885618,0.19535353535280514,1.0
200,1.0,27.449962502007253,7,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,247,0.2,0.02,0.2,0.19454545454472238,0.01799999999884466,0.1925252525245155,1.0
200,1.0,27.449962502007253,7,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,247,0.2,0.02,0.2,0.19454545454472238,0.017999999998844673,0.1925252525245155,1.0
200,1.0,27.449962502007253,8,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,291,0.2,0.02,0.2,0.19676767676694992,0.019999999998849455,0.19656565656492922,1.0
200,1.0,27.449962502007253,8,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,291,0.2,0.02,0.2,0.19676767676694992,0.01999999999884947,0.19656565656492922,1.0
200,1.0,27.449962502007253,9,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,295,0.2,0.02,0.2,0.20363636363565327,0.020099999998849694,0.18747474747399837,1.0
200,1.0,27.449962502007253,9,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,295,0.2,0.02,0.2,0.20363636363565327,0.020099999998849708,0.18747474747399837,1.0
200,1.0,27.449962502007253,10,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,336,0.2,0.02,0.2,0.20525252525181875,0.020299999998850172,0.19474747474674306,1.0
200,1.0,27.449962502007253,10,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,336,0.2,0.02,0.2,0.20525252525181875,0.020299999998850186,0.19474747474674306,1.0
200,1.0,27.449962502007253,11,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,543,0.2,0.02,0.2,0.21252525252456347,0.01779999999884418,0.20242424242352913,1.0
200,1.0,27.449962502007253,11,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,543,0.2,0.02,0.2,0.21252525252456347,0.017799999998844195,0.20242424242352913,1.0
200,1.0,27.449962502007253,12,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,303,0.2,0.02,0.2,0.06430745814203023,0.09610613741678616,0.13498312710823643,0.0007195674037132582
200,1.0,27.449962502007253,12,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,303,0.2,0.02,0.2,0.06430745814203025,0.09610613741678617,0.13498312710823643,0.0007195674037132582
200,1.0,27.449962502007253,13,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,239,0.2,0.02,0.2,0.20101010100938432,0.021799999998853768,0.19878787878715679,1.0
200,1.0,27.449962502007253,13,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,239,0.2,0.02,0.2,0.20101010100938432,0.02179999999885378,0.19878787878715679,1.0
200,1.0,27.449962502007253,14,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,213,0.2,0.02,0.2,0.2002020202013016,0.020299999998850172,0.20202020201948775,1.0
200,1.0,27.449962502007253,14,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,213,0.2,0.02,0.2,0.2002020202013016,0.020299999998850186,0.20202020201948775,1.0
200,1.0,27.449962502007253,15,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,251,0.2,0.02,0.2,0.19777777777705335,0.018399999998845618,0.20565656565586013,1.0
200,1.0,27.449962502007253,15,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,251,0.2,0.02,0.2,0.19777777777705335,0.01839999999884563,0.20565656565586013,1.0
200,1.0,27.449962502007253,16,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,441,0.2,0.02,0.2,0.19494949494876376,0.02099999999885185,0.19515151515078444,1.0
200,1.0,27.449962502007253,16,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,441,0.2,0.02,0.2,0.19494949494876376,0.020999999998851864,0.19515151515078444,1.0
200,1.0,27.449962502007253,17,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,364,0.2,0.02,0.2,0.19878787878715679,0.019399999998848016,0.20101010100938432,1.0
200,1.0,27.449962502007253,17,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,364,0.2,0.02,0.2,0.19878787878715679,0.01939999999884803,0.20101010100938432,1.0
200,1.0,27.449962502007253,18,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,361,0.2,0.02,0.2,0.2191919191912461,0.02219999999885473,0.1927272727265362,1.0
200,1.0,27.449962502007253,18,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,361,0.2,0.02,0.2,0.2191919191912461,0.022199999998854743,0.1927272727265362,1.0
200,1.0,27.449962502007253,19,edge_flip_pure_dp,pure,0.0,1.1984854251634343e-12,0,0.0,253,0.2,0.02,0.2,0.19676767676694992,0.019599999998848493,0.19313131313057758,1.0
200,1.0,27.449962502007253,19,edge_flip_approx_dp,approx,1e-05,1.1984734403091827e-12,0,0.0,253,0.2,0.02,0.2,0.19676767676694992,0.019599999998848507,0.19313131313057758,1.0
200,2.0,11.732851621374003,0,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,244,0.2,0.02,0.2,0.10918970683449739,0.0,0.0,0.0
200,2.0,11.732851621374003,0,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,244,0.2,0.02,0.2,0.10918970689722904,0.0,0.0,0.0
200,2.0,11.732851621374003,1,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,271,0.2,0.02,0.2,0.2016113720512726,0.019692290373270024,0.19373245770462375,1.0
