N,sigma,epsilon,rep,method,dp_type,delta,flip_prob,n_flipped,frac_flipped,epochs,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
200,2.0,11.732851621374003,1,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,271,0.2,0.02,0.2,0.20161137209916902,0.019692290450367526,0.19373245775378486,1.0
200,2.0,11.732851621374003,2,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,285,0.2,0.02,0.2,0.2024194658304161,0.01859227271641097,0.20140934860648674,1.0
200,2.0,11.732851621374003,2,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,1,5.0251256281407036e-05,278,0.2,0.02,0.2,0.20241946587818277,0.018592272793685045,0.20161137209916902,1.0
200,2.0,11.732851621374003,3,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,183,0.2,0.02,0.2,0.19777292660034113,0.02189232568698813,0.2003992313825574,1.0
200,2.0,11.732851621374003,3,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,183,0.2,0.02,0.2,0.19777292664885365,0.02189232576373249,0.2003992314306484,1.0
200,2.0,11.732851621374003,4,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,514,0.2,0.02,0.2,0.201005301716915,0.018992279137086992,0.2107024270666367,1.0
200,2.0,11.732851621374003,4,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,514,0.2,0.02,0.2,0.2010053017649087,0.01899227921429686,0.21070242711307383,1.0
200,2.0,11.732851621374003,5,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,1,5.0251256281407036e-05,348,0.2,0.02,0.2,0.18666163713711836,0.020092296793946043,0.19252031703590852,1.0
200,2.0,11.732851621374003,5,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,332,0.2,0.02,0.2,0.186459613742661,0.02009229687097934,0.1925203170852642,1.0
200,2.0,11.732851621374003,6,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,1,5.0251256281407036e-05,263,0.2,0.02,0.2,0.1983789969346987,0.022892341738678178,0.1953486452629107,1.0
200,2.0,11.732851621374003,6,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,259,0.2,0.02,0.2,0.19837899698311398,0.022792340210109067,0.1953486453118124,1.0
200,2.0,11.732851621374003,7,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,247,0.2,0.02,0.2,0.19454055148376723,0.01799226308539694,0.19252031703590852,1.0
200,2.0,11.732851621374003,7,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,247,0.2,0.02,0.2,0.19454055153279862,0.01799226316276733,0.1925203170852642,1.0
200,2.0,11.732851621374003,8,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,1,5.0251256281407036e-05,342,0.2,0.02,0.2,0.19676280937641177,0.020092296793946043,0.1965607859316259,1.0
200,2.0,11.732851621374003,8,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,291,0.2,0.02,0.2,0.19676280942508645,0.019992295265826385,0.196560785980333,1.0
200,2.0,11.732851621374003,9,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,295,0.2,0.02,0.2,0.2036316064991313,0.020092296793946043,0.18746973091626185,1.0
200,2.0,11.732851621374003,9,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,1,5.0251256281407036e-05,265,0.2,0.02,0.2,0.20363160654670343,0.019992295265826385,0.18746973096642822,1.0
200,2.0,11.732851621374003,10,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,336,0.2,0.02,0.2,0.20524779405741822,0.02029230000428405,0.1947425749285531,1.0
200,2.0,11.732851621374003,10,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,336,0.2,0.02,0.2,0.20524779410473093,0.020292300081285245,0.19474257497755207,1.0
200,2.0,11.732851621374003,11,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,543,0.2,0.02,0.2,0.2125206380697095,0.017792259875058933,0.2024194658304161,1.0
200,2.0,11.732851621374003,11,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,543,0.2,0.02,0.2,0.21252063811585478,0.017792259952461423,0.20241946587818277,1.0
200,2.0,11.732851621374003,12,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,303,0.2,0.02,0.2,0.06430046454143654,0.09609965423865989,0.1349772679714055,0.0007195674037132582
200,2.0,11.732851621374003,12,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,303,0.2,0.02,0.2,0.06430046461137368,0.09609965430349272,0.13497726802999782,0.0007195674037132582
200,2.0,11.732851621374003,13,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,239,0.2,0.02,0.2,0.201005301716915,0.021792324081819126,0.19878304382427045,1.0
200,2.0,11.732851621374003,13,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,239,0.2,0.02,0.2,0.2010053017649087,0.021792324158579537,0.19878304387262086,1.0
200,2.0,11.732851621374003,14,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,1,5.0251256281407036e-05,253,0.2,0.02,0.2,0.20019720793777154,0.02029230000428405,0.20221744238563022,1.0
200,2.0,11.732851621374003,14,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,213,0.2,0.02,0.2,0.20019720798589496,0.020292300081285245,0.2020154189886759,1.0
200,2.0,11.732851621374003,15,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,251,0.2,0.02,0.2,0.19777292660034113,0.01839226950607296,0.20565184094698996,1.0
200,2.0,11.732851621374003,15,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,251,0.2,0.02,0.2,0.19777292664885365,0.01839226958337914,0.2056518409942378,1.0
200,2.0,11.732851621374003,16,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,441,0.2,0.02,0.2,0.19494459837333897,0.020992311240467087,0.19514662181812484,1.0
200,2.0,11.732851621374003,16,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,441,0.2,0.02,0.2,0.1949445984223055,0.020992311317355915,0.19514662186705894,1.0
200,2.0,11.732851621374003,17,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,364,0.2,0.02,0.2,0.19878304382427045,0.01939228555776301,0.201005301716915,1.0
200,2.0,11.732851621374003,17,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,364,0.2,0.02,0.2,0.19878304387262086,0.01939228563490867,0.2010053017649087,1.0
200,2.0,11.732851621374003,18,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,2,0.00010050251256281407,375,0.2,0.02,0.2,0.219389435192429,0.02229233210766415,0.1927223404806944,1.0
200,2.0,11.732851621374003,18,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,361,0.2,0.02,0.2,0.2191874117927183,0.02219233057919135,0.19272234053001766,1.0
200,2.0,11.732851621374003,19,edge_flip_pure_dp,pure,0.0,8.025716197608862e-06,0,0.0,253,0.2,0.02,0.2,0.19676280937641177,0.01959228876810102,0.19312638737026613,1.0
200,2.0,11.732851621374003,19,edge_flip_approx_dp,approx,1e-05,8.025635940446885e-06,0,0.0,253,0.2,0.02,0.2,0.19676280942508645,0.019592288845214575,0.19312638741952454,1.0
200,5.0,4.150006096013556,0,edge_flip_pure_dp,pure,0.0,0.015519663438340655,309,0.015527638190954774,295,0.2,0.02,0.2,0.0,0.0,0.1097979384007597,0.0
200,5.0,4.150006096013556,0,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,300,0.01507537688442211,283,0.2,0.02,0.2,0.19539380824154462,0.02154936278498388,0.19768721557169042,1.0
200,5.0,4.150006096013556,1,edge_flip_pure_dp,pure,0.0,0.015519663438340655,269,0.013517587939698492,211,0.2,0.02,0.2,0.19872957694121024,0.01742107500322771,0.19268331931580893,1.0
200,5.0,4.150006096013556,1,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,304,0.01527638190954774,315,0.2,0.02,0.2,0.20373347126025662,0.01927888952813954,0.19247492618499543,1.0
200,5.0,4.150006096013556,2,edge_flip_pure_dp,pure,0.0,0.015519663438340655,315,0.015829145728643215,266,0.2,0.02,0.2,0.2018569515750385,0.018969125446972705,0.20331639307082502,1.0
200,5.0,4.150006096013556,2,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,324,0.01628140703517588,467,0.2,0.02,0.2,0.20248252180744983,0.018350059559430493,0.20206553865651422,1.0
200,5.0,4.150006096013556,3,edge_flip_pure_dp,pure,0.0,0.015519663438340655,313,0.0157286432160804,238,0.2,0.02,0.2,0.19977203515248632,0.02144600615696469,0.20143996829052807,1.0
200,5.0,4.150006096013556,3,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,309,0.015527638190954774,404,0.2,0.02,0.2,0.19789570714715823,0.02072373614613139,0.20102308077917522,1.0
200,5.0,4.150006096013556,4,edge_flip_pure_dp,pure,0.0,0.015519663438340655,311,0.015628140703517587,277,0.2,0.02,0.2,0.21144756711877852,0.019278735535721705,0.20039751007925197,1.0
200,5.0,4.150006096013556,4,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,307,0.01542713567839196,711,0.2,0.02,0.2,0.200189114477304,0.01927888952813954,0.2104052016752262,1.0
200,5.0,4.150006096013556,5,edge_flip_pure_dp,pure,0.0,0.015519663438340655,342,0.017185929648241206,625,0.2,0.02,0.2,0.1855946034791315,0.022271633060295355,0.19518521902287156,1.0
200,5.0,4.150006096013556,5,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,313,0.0157286432160804,364,0.2,0.02,0.2,0.18851358625110723,0.02051732948641827,0.19101548515672082,1.0
200,5.0,4.150006096013556,6,edge_flip_pure_dp,pure,0.0,0.015519663438340655,306,0.015376884422110553,389,0.2,0.02,0.2,0.198521085298955,0.02278764987487702,0.19872957694121024,1.0
200,5.0,4.150006096013556,6,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,295,0.014824120603015075,233,0.2,0.02,0.2,0.19685324926981923,0.02216858276412324,0.19476833351514122,1.0
200,5.0,4.150006096013556,7,edge_flip_pure_dp,pure,0.0,0.015519663438340655,294,0.014773869346733668,618,0.2,0.02,0.2,0.19080689453551197,0.01834990526947471,0.19226633603129847,1.0
200,5.0,4.150006096013556,7,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,299,0.015025125628140703,696,0.2,0.02,0.2,0.19226643460952764,0.018556466219143614,0.19226643460952764,1.0
200,5.0,4.150006096013556,8,edge_flip_pure_dp,pure,0.0,0.015519663438340655,330,0.016582914572864323,433,0.2,0.02,0.2,0.19768711872993414,0.021962022971546355,0.19664466051865806,1.0
200,5.0,4.150006096013556,8,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,290,0.01457286432160804,473,0.2,0.02,0.2,0.1999806229018362,0.01824685622957393,0.19268341776046322,1.0
200,5.0,4.150006096013556,9,edge_flip_pure_dp,pure,0.0,0.015519663438340655,351,0.01763819095477387,291,0.2,0.02,0.2,0.20560980113563243,0.02320046332654235,0.18976443632423587,1.0
200,5.0,4.150006096013556,9,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,305,0.015326633165829147,395,0.2,0.02,0.2,0.20269101338291762,0.019382092857996098,0.18705414522283262,1.0
200,5.0,4.150006096013556,10,edge_flip_pure_dp,pure,0.0,0.015519663438340655,295,0.014824120603015075,240,0.2,0.02,0.2,0.2066522593469085,0.018453108632391038,0.19581069394963718,1.0
200,5.0,4.150006096013556,10,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,280,0.01407035175879397,289,0.2,0.02,0.2,0.19414285878873783,0.018556466219143614,0.20498442071306341,1.0
200,5.0,4.150006096013556,11,edge_flip_pure_dp,pure,0.0,0.015519663438340655,346,0.017386934673366834,559,0.2,0.02,0.2,0.2043588512821011,0.019588345624470704,0.21415795846809635,1.0
200,5.0,4.150006096013556,11,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,320,0.016080402010050253,302,0.2,0.02,0.2,0.2051929122885312,0.019382092857996098,0.2133240837317754,1.0
200,5.0,4.150006096013556,12,edge_flip_pure_dp,pure,0.0,0.015519663438340655,319,0.016030150753768846,425,0.2,0.02,0.2,0.10694558414930327,0.0,0.0,0.0
200,5.0,4.150006096013556,12,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,301,0.015125628140703517,493,0.2,0.02,0.2,0.09220412218782663,0.14139914402519407,0.17540888190275214,0.0006571740448198092
200,5.0,4.150006096013556,13,edge_flip_pure_dp,pure,0.0,0.015519663438340655,301,0.015125628140703517,429,0.2,0.02,0.2,0.19872957694121024,0.019278735535721705,0.20248242650180417,1.0
200,5.0,4.150006096013556,13,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,292,0.014673366834170854,311,0.2,0.02,0.2,0.19893816502449724,0.021033346135701073,0.1956022998170124,1.0
200,5.0,4.150006096013556,14,edge_flip_pure_dp,pure,0.0,0.015519663438340655,300,0.01507537688442211,360,0.2,0.02,0.2,0.20248242650180417,0.020104362439052368,0.1991465602257207,1.0
200,5.0,4.150006096013556,14,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,341,0.0171356783919598,267,0.2,0.02,0.2,0.2016485555055786,0.020826939475987953,0.2016485555055786,1.0
200,5.0,4.150006096013556,15,edge_flip_pure_dp,pure,0.0,0.015519663438340655,318,0.015979899497487435,272,0.2,0.02,0.2,0.19977203515248632,0.018659515358223702,0.20623527606239808,1.0
200,5.0,4.150006096013556,15,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,338,0.01698492462311558,394,0.2,0.02,0.2,0.200189114477304,0.018659669549000172,0.207486319618677,1.0
200,5.0,4.150006096013556,16,edge_flip_pure_dp,pure,0.0,0.015519663438340655,301,0.015125628140703517,551,0.2,0.02,0.2,0.10647883527179222,0.0,0.0,0.0
200,5.0,4.150006096013556,16,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,283,0.014221105527638191,492,0.2,0.02,0.2,0.0,0.0,0.10637523939130811,0.0
200,5.0,4.150006096013556,17,edge_flip_pure_dp,pure,0.0,0.015519663438340655,350,0.017587939698492462,461,0.2,0.02,0.2,0.19706164380316848,0.020104362439052368,0.20519281785112198,1.0
200,5.0,4.150006096013556,17,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,331,0.01663316582914573,576,0.2,0.02,0.2,0.2008145892037074,0.018659669549000172,0.20248252180744983,1.0
200,5.0,4.150006096013556,18,edge_flip_pure_dp,pure,0.0,0.015519663438340655,320,0.016080402010050253,242,0.2,0.02,0.2,0.2191617578822216,0.023922886866956677,0.19038991125100155,1.0
200,5.0,4.150006096013556,18,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,295,0.014824120603015075,584,0.2,0.02,0.2,0.2172854236656636,0.022271786093979805,0.19289190933593103,1.0
200,5.0,4.150006096013556,19,edge_flip_pure_dp,pure,0.0,0.015519663438340655,324,0.01628140703517588,371,0.2,0.02,0.2,0.19435125245385068,0.021136396068215692,0.19518521902287156,1.0
200,5.0,4.150006096013556,19,edge_flip_approx_dp,approx,1e-05,0.015519508241706273,290,0.01457286432160804,526,0.2,0.02,0.2,0.18955604412844623,0.018969279538569854,0.19601928296794802,1.0
200,10.0,1.9953178628215948,0,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2377,0.11944723618090453,306,0.2,0.02,0.2,0.1108646931026826,0.0,0.0,0.0
200,10.0,1.9953178628215948,0,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2343,0.11773869346733669,704,0.2,0.02,0.2,0.10035797058456598,0.20075505508462838,0.34348435130442617,0.0008790103721648125
200,10.0,1.9953178628215948,1,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2331,0.1171356783919598,494,0.2,0.02,0.2,0.12698548359403758,0.05295077139468204,0.014926184645941448,0.0006571740448198092
200,10.0,1.9953178628215948,1,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2373,0.1192462311557789,335,0.2,0.02,0.2,0.1054337499382939,0.21921564530492543,0.0,0.009600256094804405
200,10.0,1.9953178628215948,2,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2369,0.11904522613065327,241,0.2,0.02,0.2,0.11046829041314372,0.0,0.0,0.0
200,10.0,1.9953178628215948,2,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2417,0.1214572864321608,218,0.2,0.02,0.2,0.10729830486881803,0.0,0.0,0.0
200,10.0,1.9953178628215948,3,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2476,0.12442211055276382,164,0.2,0.02,0.2,0.0,0.0,0.11562152537714895,0.0
200,10.0,1.9953178628215948,3,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2304,0.11577889447236181,723,0.2,0.02,0.2,0.28087809182619666,0.18584838007082094,0.09796530097635188,0.0023762540622565085
200,10.0,1.9953178628215948,4,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2417,0.1214572864321608,322,0.2,0.02,0.2,0.11859454554869044,0.0,0.0,0.0
200,10.0,1.9953178628215948,4,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2356,0.11839195979899497,408,0.2,0.02,0.2,0.032239762231721265,0.090662029159519,0.1653605054398572,0.01808246218632819
200,10.0,1.9953178628215948,5,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2482,0.12472361809045227,325,0.2,0.02,0.2,0.110137954838528,0.0,0.0,0.0
200,10.0,1.9953178628215948,5,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2399,0.12055276381909548,236,0.2,0.02,0.2,0.10412709333343836,0.0,0.0,0.0
200,10.0,1.9953178628215948,6,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2316,0.1163819095477387,278,0.2,0.02,0.2,0.10762740447144854,0.0,0.0,0.0
200,10.0,1.9953178628215948,6,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2392,0.12020100502512562,309,0.2,0.02,0.2,0.19996761437588148,0.02492897219461133,0.19697279561826023,0.8079616479391555
200,10.0,1.9953178628215948,7,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2332,0.1171859296482412,608,0.2,0.02,0.2,0.0,0.23903489605358166,0.09809171755087479,0.009600256094804405
200,10.0,1.9953178628215948,7,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2390,0.12010050251256281,813,0.2,0.02,0.2,0.0,0.05490862402196205,0.12820504288901724,0.0006571740448198092
200,10.0,1.9953178628215948,8,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2363,0.11874371859296483,292,0.2,0.02,0.2,0.0,0.0,0.1075613373565254,0.0
200,10.0,1.9953178628215948,8,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2324,0.11678391959798995,370,0.2,0.02,0.2,0.0,0.0,0.10326822354260637,0.0
200,10.0,1.9953178628215948,9,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2467,0.12396984924623115,424,0.2,0.02,0.2,0.0,0.23771689047809474,0.1123474853676756,0.018639764244342397
200,10.0,1.9953178628215948,9,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2337,0.11743718592964825,347,0.2,0.02,0.2,0.0,0.0,0.10452349477536084,0.0
200,10.0,1.9953178628215948,10,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2367,0.11894472361809046,313,0.2,0.02,0.2,0.20146206065557312,0.019201195844865095,0.19907163231562672,1.0
200,10.0,1.9953178628215948,10,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2371,0.11914572864321608,219,0.2,0.02,0.2,0.2062438418906346,0.014338202723582348,0.19774456787662043,0.9192068641040878
200,10.0,1.9953178628215948,11,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2486,0.12492462311557789,691,0.2,0.02,0.2,0.02669518869059732,0.0562955213343917,0.13925727983122974,0.0053726218753252135
200,10.0,1.9953178628215948,11,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2329,0.11703517587939699,225,0.2,0.02,0.2,0.11278185814874539,0.0,0.0,0.0
200,10.0,1.9953178628215948,12,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2374,0.1192964824120603,250,0.2,0.02,0.2,0.0,0.0,0.10782560581621797,0.0
200,10.0,1.9953178628215948,12,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2395,0.12035175879396985,591,0.2,0.02,0.2,0.4269593639420655,0.1845103416345764,0.10043612147993221,0.00608278271369239
200,10.0,1.9953178628215948,13,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2367,0.11894472361809046,402,0.2,0.02,0.2,0.0,0.0,0.11033615618329745,0.0
200,10.0,1.9953178628215948,13,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2358,0.11849246231155779,319,0.2,0.02,0.2,0.0,0.2324290267023407,0.10610109243311283,0.009600256094804405
200,10.0,1.9953178628215948,14,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2395,0.12035175879396985,261,0.2,0.02,0.2,0.11106289444745203,0.0,0.0,0.0
200,10.0,1.9953178628215948,14,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2438,0.12251256281407036,527,0.2,0.02,0.2,0.0,0.05486024691474641,0.13407024260745282,0.00019664218159073888
200,10.0,1.9953178628215948,15,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2411,0.12115577889447236,931,0.2,0.02,0.2,0.11019649332748871,0.22081333982266388,1.0,0.027265941786516902
200,10.0,1.9953178628215948,15,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2394,0.12030150753768844,235,0.2,0.02,0.2,0.109874914241314,0.0,0.0,0.0
200,10.0,1.9953178628215948,16,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2383,0.11974874371859297,624,0.2,0.02,0.2,0.17990241194969575,0.10995466149534026,0.052871455782533744,0.0011774845616201906
200,10.0,1.9953178628215948,16,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2379,0.11954773869346734,147,0.2,0.02,0.2,0.1074304386827922,0.0,0.0,0.0
200,10.0,1.9953178628215948,17,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2454,0.12331658291457287,497,0.2,0.02,0.2,0.12390007149890586,0.049839734324560056,0.0,0.00028885224794644027
200,10.0,1.9953178628215948,17,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2430,0.1221105527638191,936,0.2,0.02,0.2,0.0,0.07824923050418503,0.14501700087637312,0.009520712391179213
200,10.0,1.9953178628215948,18,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2394,0.12030150753768844,475,0.2,0.02,0.2,0.12183503542692994,0.03292288357624735,0.0,0.02267898825975681
200,10.0,1.9953178628215948,18,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2380,0.11959798994974874,153,0.2,0.02,0.2,0.21739913903402822,0.024856054315924917,0.19907257944131015,0.9192068641040878
200,10.0,1.9953178628215948,19,edge_flip_pure_dp,pure,0.0,0.11969539354136688,2471,0.12417085427135678,225,0.2,0.02,0.2,0.0,0.0,0.11040222329822061,0.0
200,10.0,1.9953178628215948,19,edge_flip_approx_dp,approx,1e-05,0.11969419658743147,2375,0.11934673366834171,278,0.2,0.02,0.2,0.0,0.0,0.10776077321772756,0.0
500,0.5,75.26107361311833,0,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,240,0.2,0.02,0.2,0.20096385542168674,0.020096,0.20179919678714858,1.0
500,0.5,75.26107361311833,0,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,240,0.2,0.02,0.2,0.20096385542168674,0.020096,0.20179919678714858,1.0
500,0.5,75.26107361311833,1,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,212,0.2,0.02,0.2,0.20048192771084336,0.020448,0.20022489959839357,1.0
500,0.5,75.26107361311833,1,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,212,0.2,0.02,0.2,0.20048192771084336,0.020448,0.20022489959839357,1.0
500,0.5,75.26107361311833,2,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,194,0.2,0.02,0.2,0.19900401606425702,0.019792,0.19736546184738957,1.0
500,0.5,75.26107361311833,2,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,194,0.2,0.02,0.2,0.19900401606425702,0.019792,0.19736546184738957,1.0
500,0.5,75.26107361311833,3,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,234,0.2,0.02,0.2,0.2020562248995984,0.0208,0.19514859437751003,1.0
500,0.5,75.26107361311833,3,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,234,0.2,0.02,0.2,0.2020562248995984,0.0208,0.19514859437751003,1.0
500,0.5,75.26107361311833,4,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,189,0.2,0.02,0.2,0.20224899598393575,0.01936,0.2002570281124498,1.0
500,0.5,75.26107361311833,4,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,189,0.2,0.02,0.2,0.20224899598393575,0.01936,0.2002570281124498,1.0
500,0.5,75.26107361311833,5,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,184,0.2,0.02,0.2,0.20080321285140562,0.01968,0.19980722891566266,1.0
500,0.5,75.26107361311833,5,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,184,0.2,0.02,0.2,0.20080321285140562,0.01968,0.19980722891566266,1.0
500,0.5,75.26107361311833,6,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,178,0.2,0.02,0.2,0.1998714859437751,0.02008,0.19893975903614458,1.0
500,0.5,75.26107361311833,6,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,178,0.2,0.02,0.2,0.1998714859437751,0.02008,0.19893975903614458,1.0
500,0.5,75.26107361311833,7,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,318,0.2,0.02,0.2,0.1998714859437751,0.01952,0.19579116465863453,1.0
500,0.5,75.26107361311833,7,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,318,0.2,0.02,0.2,0.1998714859437751,0.01952,0.19579116465863453,1.0
500,0.5,75.26107361311833,8,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,317,0.2,0.02,0.2,0.20131726907630523,0.020448,0.2,1.0
500,0.5,75.26107361311833,8,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,317,0.2,0.02,0.2,0.20131726907630523,0.020448,0.2,1.0
500,0.5,75.26107361311833,9,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,134,0.2,0.02,0.2,0.20019277108433736,0.02072,0.1968835341365462,1.0
500,0.5,75.26107361311833,9,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,134,0.2,0.02,0.2,0.20019277108433736,0.02072,0.1968835341365462,1.0
500,0.5,75.26107361311833,10,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,98,0.2,0.02,0.2,0.19823293172690762,0.020272,0.19810441767068274,1.0
500,0.5,75.26107361311833,10,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,98,0.2,0.02,0.2,0.19823293172690762,0.020272,0.19810441767068274,1.0
500,0.5,75.26107361311833,11,edge_flip_pure_dp,pure,0.0,2.0631510616831042e-33,0,0.0,213,0.2,0.02,0.2,0.2029558232931727,0.020256,0.19893975903614458,1.0
500,0.5,75.26107361311833,11,edge_flip_approx_dp,approx,1e-05,2.0631304301724875e-33,0,0.0,213,0.2,0.02,0.2,0.2029558232931727,0.020256,0.19893975903614458,1.0
