N,sigma,epsilon,delta,method,rep,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,8,0.2,0.02,0.2,0.20974081754684448,0.05493839457631111,0.2091924548149109
100,5.0,1.0338953100711687,1e-05,gaussian,8,0.2,0.02,0.2,0.19603921473026276,0.008616442792117596,0.2029489427804947
100,5.0,1.0338953100711687,1e-05,edge_flip,8,0.2,0.02,0.2,0.20203974843025208,0.03801564499735832,0.20032240450382233
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,9,0.2,0.02,0.2,0.23444277048110962,0.022836949676275253,0.23061849176883698
100,5.0,1.0338953100711687,1e-05,gaussian,9,0.2,0.02,0.2,0.19173474609851837,0.021998973563313484,0.2270742952823639
100,5.0,1.0338953100711687,1e-05,edge_flip,9,0.2,0.02,0.2,0.17627950012683868,0.015295102261006832,0.24153880774974823
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,10,0.2,0.02,0.2,0.208800807595253,0.02495332807302475,0.23688140511512756
100,5.0,1.0338953100711687,1e-05,gaussian,10,0.2,0.02,0.2,0.19690456986427307,0.022772090509533882,0.20215821266174316
100,5.0,1.0338953100711687,1e-05,edge_flip,10,0.2,0.02,0.2,0.2587123215198517,0.012770597822964191,0.2106264978647232
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,11,0.2,0.02,0.2,0.25116798281669617,0.050628211349248886,0.2432815283536911
100,5.0,1.0338953100711687,1e-05,gaussian,11,0.2,0.02,0.2,0.2152864784002304,0.006955642718821764,0.20146185159683228
100,5.0,1.0338953100711687,1e-05,edge_flip,11,0.2,0.02,0.2,0.15910600125789642,0.0,0.17627950012683868
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,12,0.2,0.02,0.2,0.21654263138771057,0.0367405042052269,0.19311194121837616
100,5.0,1.0338953100711687,1e-05,gaussian,12,0.2,0.02,0.2,0.2062055468559265,0.014351996593177319,0.17822709679603577
100,5.0,1.0338953100711687,1e-05,edge_flip,12,0.2,0.02,0.2,0.19345299899578094,0.03969864919781685,0.1951703578233719
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,13,0.2,0.02,0.2,0.182442769408226,0.04769332706928253,0.22995001077651978
100,5.0,1.0338953100711687,1e-05,gaussian,13,0.2,0.02,0.2,0.16770774126052856,0.012261870317161083,0.21375516057014465
100,5.0,1.0338953100711687,1e-05,edge_flip,13,0.2,0.02,0.2,0.2587123215198517,0.033808138221502304,0.20375710725784302
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,14,0.2,0.02,0.2,0.2527109980583191,0.04624658450484276,0.1996179223060608
100,5.0,1.0338953100711687,1e-05,gaussian,14,0.2,0.02,0.2,0.1925521343946457,0.0178458783775568,0.21405957639217377
100,5.0,1.0338953100711687,1e-05,edge_flip,14,0.2,0.02,0.2,0.1883009523153305,0.011929095722734928,0.17971420288085938
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,15,0.2,0.02,0.2,0.18171432614326477,0.033996082842350006,0.2048693299293518
100,5.0,1.0338953100711687,1e-05,gaussian,15,0.2,0.02,0.2,0.19265756011009216,0.014620993286371231,0.21738603711128235
100,5.0,1.0338953100711687,1e-05,edge_flip,15,0.2,0.02,0.2,0.17971420288085938,0.04643065854907036,0.15910600125789642
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,16,0.2,0.02,0.2,0.22121380269527435,0.019808338955044746,0.278911292552948
100,5.0,1.0338953100711687,1e-05,gaussian,16,0.2,0.02,0.2,0.20292432606220245,0.02989840880036354,0.2021431028842926
100,5.0,1.0338953100711687,1e-05,edge_flip,16,0.2,0.02,0.2,0.19688770174980164,0.02286861650645733,0.1883009523153305
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,17,0.2,0.02,0.2,0.242305725812912,0.032439738512039185,0.2742208242416382
100,5.0,1.0338953100711687,1e-05,gaussian,17,0.2,0.02,0.2,0.1972944438457489,0.019031040370464325,0.22571146488189697
100,5.0,1.0338953100711687,1e-05,edge_flip,17,0.2,0.02,0.2,0.24325615167617798,0.02791762538254261,0.20375710725784302
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,18,0.2,0.02,0.2,0.24114319682121277,0.02312059886753559,0.2202426940202713
100,5.0,1.0338953100711687,1e-05,gaussian,18,0.2,0.02,0.2,0.1708003133535385,0.01977381855249405,0.19604340195655823
100,5.0,1.0338953100711687,1e-05,edge_flip,18,0.2,0.02,0.2,0.17799685895442963,0.04474765807390213,0.20375710725784302
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,19,0.2,0.02,0.2,0.23345012962818146,0.04415033757686615,0.22751006484031677
100,5.0,1.0338953100711687,1e-05,gaussian,19,0.2,0.02,0.2,0.19222232699394226,0.015382377430796623,0.2232731431722641
100,5.0,1.0338953100711687,1e-05,edge_flip,19,0.2,0.02,0.2,0.2106264978647232,0.019502609968185425,0.23123469948768616
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,0,0.2,0.02,0.2,0.24984359741210938,0.011004741303622723,0.25050967931747437
100,10.0,0.5431122541136532,1e-05,gaussian,0,0.2,0.02,0.2,0.19637459516525269,0.007672394625842571,0.19882488250732422
100,10.0,0.5431122541136532,1e-05,edge_flip,0,0.2,0.02,0.2,0.10426649451255798,0.026166869327425957,0.1812574416399002
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,1,0.2,0.02,0.2,0.21321994066238403,0.023015137761831284,0.20525968074798584
100,10.0,0.5431122541136532,1e-05,gaussian,1,0.2,0.02,0.2,0.1931089609861374,0.020528195425868034,0.17868363857269287
100,10.0,0.5431122541136532,1e-05,edge_flip,1,0.2,0.02,0.2,0.2058945596218109,0.01711273193359375,0.1812574416399002
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,2,0.2,0.02,0.2,0.1888239085674286,0.028133410960435867,0.28026074171066284
100,10.0,0.5431122541136532,1e-05,gaussian,2,0.2,0.02,0.2,0.17760516703128815,0.014685454778373241,0.217420756816864
100,10.0,0.5431122541136532,1e-05,edge_flip,2,0.2,0.02,0.2,0.16893889009952545,0.02163979969918728,0.21821311116218567
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,3,0.2,0.02,0.2,0.20999637246131897,0.019258027896285057,0.2613043785095215
100,10.0,0.5431122541136532,1e-05,gaussian,3,0.2,0.02,0.2,0.18575941026210785,0.028631631284952164,0.19274185597896576
100,10.0,0.5431122541136532,1e-05,edge_flip,3,0.2,0.02,0.2,0.24285021424293518,0.006549573037773371,0.1011868566274643
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,4,0.2,0.02,0.2,0.29245829582214355,0.048004548996686935,0.23545178771018982
100,10.0,0.5431122541136532,1e-05,gaussian,4,0.2,0.02,0.2,0.18145927786827087,0.038312871009111404,0.1714087873697281
100,10.0,0.5431122541136532,1e-05,edge_flip,4,0.2,0.02,0.2,0.21513347327709198,0.04427514225244522,0.14122214913368225
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,5,0.2,0.02,0.2,0.23039133846759796,0.03142271563410759,0.1689075231552124
100,10.0,0.5431122541136532,1e-05,gaussian,5,0.2,0.02,0.2,0.20914319157600403,0.024850251153111458,0.19937320053577423
100,10.0,0.5431122541136532,1e-05,edge_flip,5,0.2,0.02,0.2,0.22129274904727936,0.0,0.19049635529518127
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,6,0.2,0.02,0.2,0.22417308390140533,0.017220426350831985,0.38592320680618286
100,10.0,0.5431122541136532,1e-05,gaussian,6,0.2,0.02,0.2,0.17120543122291565,0.03076145052909851,0.19415506720542908
100,10.0,0.5431122541136532,1e-05,edge_flip,6,0.2,0.02,0.2,0.14122214913368225,0.04276611655950546,0.2859651446342468
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,7,0.2,0.02,0.2,0.15405850112438202,0.0420028455555439,0.28488385677337646
100,10.0,0.5431122541136532,1e-05,gaussian,7,0.2,0.02,0.2,0.20850534737110138,0.02849939465522766,0.23518626391887665
100,10.0,0.5431122541136532,1e-05,edge_flip,7,0.2,0.02,0.2,0.153540700674057,0.026166869327425957,0.11966468393802643
100,10.0,0.5431122541136532,1e-05,sbm_dpsgd,8,0.2,0.02,0.2,0.2139808088541031,0.059390246868133545,0.30280375480651855
