N,K,dc_sigma,normalize_weights,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epochs,epochs_gamma,epochs_beta,delta,mean_degree,degree_cv,max_degree,min_degree,weight_mean,weight_cv,lcc_size,lcc_frac,n_components,n_isolated,beta_nominal_00,beta_nominal_01,beta_nominal_11,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
500,2,0.25,True,20.0,0.977390412892278,3,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,11.0,6.0,5.0,1e-05,54.732,0.2161682712059612,94,29,1.0,0.18403226468041042,500,1.0,1,0,0.2,0.02,0.2,0.1950843373493976,0.019888,0.20459437751004017,0.19449885189533234,0.05065247416496277,0.19595444202423096,0.6417355325770396
500,2,0.25,True,1.0,27.43885139089614,4,edge_flip_vem,,,150,,,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.1957269012928009,0.01945599913597107,0.20501205325126648,1.0
500,2,0.25,True,1.0,27.43885139089614,4,edge_flip_spectral,,,,,,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.20501205325126648,0.01945599913597107,0.1957269012928009,1.0
500,2,0.25,True,1.0,27.43885139089614,4,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,11.0,6.0,5.0,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.16586649417877197,0.11201826483011246,0.16363754868507385,0.06778722922598543
500,2,0.25,True,2.0,11.728684954707337,4,edge_flip_vem,,,150,,,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.19572199881076813,0.019448254257440567,0.20500729978084564,1.0
500,2,0.25,True,2.0,11.728684954707337,4,edge_flip_spectral,,,,,,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.20500729978084564,0.019448254257440567,0.19572199881076813,1.0
500,2,0.25,True,2.0,11.728684954707337,4,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,11.0,6.0,5.0,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.17497527599334717,0.09773118793964386,0.16637827455997467,0.16437152750140568
500,2,0.25,True,5.0,4.1484505404580005,4,edge_flip_vem,,,161,,,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.19511649012565613,0.02038629911839962,0.2050642967224121,1.0
500,2,0.25,True,5.0,4.1484505404580005,4,edge_flip_spectral,,,,,,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.2050642967224121,0.02038629911839962,0.19511649012565613,1.0
500,2,0.25,True,5.0,4.1484505404580005,4,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,11.0,6.0,5.0,1e-05,54.756,0.2244743335836181,126,29,0.9999999999999999,0.1897588175015739,500,1.0,1,0,0.2,0.02,0.2,0.19572690763052208,0.019456,0.20501204819277108,0.18102580308914185,0.08963916450738907,0.16983070969581604,0.2547404902373612
