N,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epochs,epochs_gamma,epochs_beta,delta,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
100,20.0,0.977390412892278,0,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.22177304327487946,0.0,0.22166576981544495,0.029310814442540193
100,20.0,0.977390412892278,0,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.3949615955352783,0.19576317071914673,0.47492924332618713,0.02351258938443967
100,1.0,27.43885139089614,1,edge_flip_vem,,,222,,,1e-05,0.2,0.02,0.2,0.2008163332939148,0.026399999856948853,0.19428572058677673,1.0
100,1.0,27.43885139089614,1,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.19428572058677673,0.026399999856948853,0.2008163332939148,1.0
100,1.0,27.43885139089614,1,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.18477559089660645,0.10627450793981552,0.17789427936077118,0.06627595469152042
100,2.0,11.728684954707337,1,edge_flip_vem,,,222,,,1e-05,0.2,0.02,0.2,0.200811505317688,0.026392366737127304,0.19428078830242157,1.0
100,2.0,11.728684954707337,1,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.19428078830242157,0.026392366737127304,0.200811505317688,1.0
100,2.0,11.728684954707337,1,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1826152801513672,0.11209943890571594,0.18029427528381348,0.05731681074450864
100,5.0,4.1484505404580005,1,edge_flip_vem,,,380,,,1e-05,0.2,0.02,0.2,0.19546492397785187,0.027735736221075058,0.19685053825378418,0.9291252238549075
100,5.0,4.1484505404580005,1,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.19546492397785187,0.027735736221075058,0.19685053825378418,0.9291252238549075
100,5.0,4.1484505404580005,1,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.17596742510795593,0.13883619010448456,0.25925198197364807,0.024598769673812613
100,10.0,1.9945956405993723,1,edge_flip_vem,,,307,,,1e-05,0.2,0.02,0.2,0.19824907183647156,0.022492386400699615,0.19812920689582825,0.6109637147284563
100,10.0,1.9945956405993723,1,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.24841061234474182,0.027806036174297333,0.16099317371845245,0.5725330469636438
100,10.0,1.9945956405993723,1,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.3576347529888153,0.1517782062292099,0.34213727712631226,0.004631680941037668
100,20.0,0.977390412892278,1,edge_flip_vem,,,364,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.12866246700286865,0.0
100,20.0,0.977390412892278,1,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.21041226387023926,0.0,0.3682316839694977,0.08809160248687292
100,20.0,0.977390412892278,1,sbm_dpsgd_all_noised,0.9419985000802904,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.48468267917633057,0.15024712681770325,0.47507572174072266,0.0011569844335306808
100,1.0,27.43885139089614,2,edge_flip_vem,,,189,,,1e-05,0.2,0.02,0.2,0.21306122839450836,0.01640000008046627,0.2024489790201187,1.0
100,1.0,27.43885139089614,2,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.21306122839450836,0.01640000008046627,0.2024489790201187,1.0
100,1.0,27.43885139089614,2,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20712044835090637,0.025472817942500114,0.2308507263660431,1.0
100,2.0,11.728684954707337,2,edge_flip_vem,,,189,,,1e-05,0.2,0.02,0.2,0.21305659413337708,0.01639220491051674,0.2024441808462143,1.0
100,2.0,11.728684954707337,2,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.21305659413337708,0.01639220491051674,0.2024441808462143,1.0
100,2.0,11.728684954707337,2,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20556151866912842,0.02996673434972763,0.2287597954273224,0.8585594574581797
100,5.0,4.1484505404580005,2,edge_flip_vem,,,190,,,1e-05,0.2,0.02,0.2,0.20891010761260986,0.015746047720313072,0.1979573667049408,1.0
100,5.0,4.1484505404580005,2,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.20891010761260986,0.015746047720313072,0.1979573667049408,1.0
100,5.0,4.1484505404580005,2,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21936383843421936,0.06328168511390686,0.2274923473596573,0.44297551540683705
100,10.0,1.9945956405993723,2,edge_flip_vem,,,818,,,1e-05,0.2,0.02,0.2,0.11404123157262802,0.20516343414783478,1.0,0.08068918390116896
100,10.0,1.9945956405993723,2,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.23304881155490875,0.022492386400699615,0.22111861407756805,0.7961285220549096
100,10.0,1.9945956405993723,2,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.26950711011886597,0.11835095286369324,0.30520719289779663,0.18983907181393703
100,20.0,0.977390412892278,2,edge_flip_vem,,,325,,,1e-05,0.2,0.02,0.2,0.10592751204967499,0.0,0.0,0.0
100,20.0,0.977390412892278,2,edge_flip_spectral,,,,,,1e-05,0.2,0.02,0.2,0.3238406479358673,0.0,0.1870407909154892,0.07559610710556751
