regime,N,p,q,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epsilon_rho,epochs,epochs_gamma,epochs_beta,delta,n_fit,mean_degree,lcc_size,lcc_frac,n_components,n_isolated,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,12,edge_flip_vem,,,,257,,,1e-05,481,3.54,481,0.962,19,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.0,0.007657657843083143,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,12,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,481,3.54,481,0.962,19,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.1342821568250656,0.006524471566081047,0.10367331653833389,0.00017143716171890664
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,inf,13,spectral,,,,,,,1e-05,488,3.336,488,0.976,13,12,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.012272399133713002,0.0011767514837301317,0.013426352507568778,0.5612650336300037
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,13,edge_flip_vem,,,,221,,,1e-05,488,3.336,488,0.976,13,12,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.007018547970801592,0.0,0.0,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,13,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,10.999722287676306,5.999848520550712,4.999873767125593,1e-05,488,3.336,488,0.976,13,12,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.10038670897483826,0.006341820582747459,0.13484568893909454,0.003506417010923905
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,inf,14,spectral,,,,,,,1e-05,481,3.488,481,0.962,18,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.2857142857142857,0.0006027727546714888,0.007689494295322967,0.02627119196163895
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,14,edge_flip_vem,,,,256,,,1e-05,481,3.488,481,0.962,18,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0075363824144005775,0.0,0.0,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,14,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,481,3.488,481,0.962,18,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.12603719532489777,0.006770500913262367,0.10321525484323502,0.0006912491179613972
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,inf,15,spectral,,,,,,,1e-05,481,3.316,481,0.962,18,16,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.007262273330384785,0.0008403361344537816,0.4,0.005636500221214605
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,15,edge_flip_vem,,,,245,,,1e-05,481,3.316,481,0.962,18,16,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.0,0.0071638948284089565,0.0
