N,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epsilon_rho,epochs,epochs_gamma,epochs_beta,delta,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
200,0.1,1605.2166291686756,15,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21365764737129211,0.023838836699724197,0.2046501636505127,0.858559457458179
200,0.1,1605.2166291686756,16,edge_flip_vem,,,,452,,,1e-05,0.2,0.02,0.2,0.19494949281215668,0.020999999716877937,0.19515150785446167,1.0
200,0.1,1605.2166291686756,16,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21262119710445404,0.018829744309186935,0.21345652639865875,0.9595659056988861
200,0.1,1605.2166291686756,17,edge_flip_vem,,,,299,,,1e-05,0.2,0.02,0.2,0.1987878829240799,0.01940000057220459,0.2010101079940796,1.0
200,0.1,1605.2166291686756,17,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.19135607779026031,0.044388845562934875,0.20259042084217072,0.7816140318257215
200,0.1,1605.2166291686756,18,edge_flip_vem,,,,263,,,1e-05,0.2,0.02,0.2,0.21919192373752594,0.022199999541044235,0.19272726774215698,1.0
200,0.1,1605.2166291686756,18,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21760194003582,0.01533423364162445,0.22797423601150513,1.0
200,0.1,1605.2166291686756,19,edge_flip_vem,,,,217,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019600000232458115,0.19313131272792816,1.0
200,0.1,1605.2166291686756,19,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.17457999289035797,0.09950167685747147,0.16418656706809998,0.162227560381389
200,0.5,75.26107361311833,0,edge_flip_vem,,,,268,,,1e-05,0.2,0.02,0.2,0.10919597744941711,0.0,0.0,0.0
200,0.5,75.26107361311833,0,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21785089373588562,0.021453097462654114,0.20191697776317596,1.0
200,0.5,75.26107361311833,1,edge_flip_vem,,,,214,,,1e-05,0.2,0.02,0.2,0.20161616802215576,0.019700000062584877,0.19373737275600433,1.0
200,0.5,75.26107361311833,1,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20944644510746002,0.02662772499024868,0.2058228850364685,0.7577078109175843
200,0.5,75.26107361311833,2,edge_flip_vem,,,,219,,,1e-05,0.2,0.02,0.2,0.20242424309253693,0.01860000006854534,0.20141413807868958,1.0
200,0.5,75.26107361311833,2,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1807117611169815,0.06473547220230103,0.19034448266029358,0.5472148956533329
200,0.5,75.26107361311833,3,edge_flip_vem,,,,275,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.021900000050663948,0.20040403306484222,1.0
200,0.5,75.26107361311833,3,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2233608514070511,0.015152527950704098,0.21339723467826843,0.9595659056988861
200,0.5,75.26107361311833,4,edge_flip_vem,,,,564,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.01899999938905239,0.21070706844329834,1.0
200,0.5,75.26107361311833,4,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22342388331890106,0.013821590691804886,0.22948451340198517,1.0
200,0.5,75.26107361311833,5,edge_flip_vem,,,,319,,,1e-05,0.2,0.02,0.2,0.18646465241909027,0.020099999383091927,0.192525252699852,1.0
200,0.5,75.26107361311833,5,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20322732627391815,0.01735690049827099,0.21718502044677734,0.9595659056988861
200,0.5,75.26107361311833,6,edge_flip_vem,,,,227,,,1e-05,0.2,0.02,0.2,0.19838383793830872,0.02280000038444996,0.19535353779792786,1.0
200,0.5,75.26107361311833,6,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.19661355018615723,0.04570804908871651,0.19279396533966064,0.6158986577131393
200,0.5,75.26107361311833,7,edge_flip_vem,,,,244,,,1e-05,0.2,0.02,0.2,0.1945454478263855,0.017999999225139618,0.192525252699852,1.0
200,0.5,75.26107361311833,7,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21640422940254211,0.01619536243379116,0.20980946719646454,0.9595659056988861
200,0.5,75.26107361311833,8,edge_flip_vem,,,,328,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019999999552965164,0.1965656578540802,1.0
200,0.5,75.26107361311833,8,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20170466601848602,0.054165054112672806,0.1820899099111557,0.7594266036838582
200,0.5,75.26107361311833,9,edge_flip_vem,,,,289,,,1e-05,0.2,0.02,0.2,0.20363636314868927,0.020099999383091927,0.18747474253177643,1.0
200,0.5,75.26107361311833,9,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22807160019874573,0.02067592553794384,0.2029416412115097,0.9595659056988861
200,0.5,75.26107361311833,10,edge_flip_vem,,,,294,,,1e-05,0.2,0.02,0.2,0.2052525281906128,0.0203000009059906,0.19474747776985168,1.0
200,0.5,75.26107361311833,10,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2103257030248642,0.09419787675142288,0.14807139337062836,0.36125283218547743
200,0.5,75.26107361311833,11,edge_flip_vem,,,,612,,,1e-05,0.2,0.02,0.2,0.21252524852752686,0.017799999564886093,0.20242424309253693,1.0
200,0.5,75.26107361311833,11,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2279655486345291,0.01445364486426115,0.22710786759853363,1.0
200,0.5,75.26107361311833,12,edge_flip_vem,,,,583,,,1e-05,0.2,0.02,0.2,0.06430745869874954,0.0961061343550682,0.1349831223487854,0.0007195674037132582
200,0.5,75.26107361311833,12,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2178613692522049,0.01725819520652294,0.21224212646484375,0.9595659056988861
200,0.5,75.26107361311833,13,edge_flip_vem,,,,361,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.021800000220537186,0.1987878829240799,1.0
200,0.5,75.26107361311833,13,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2219545543193817,0.018638012930750847,0.21877281367778778,0.9192068641040878
200,0.5,75.26107361311833,14,edge_flip_vem,,,,211,,,1e-05,0.2,0.02,0.2,0.20020201802253723,0.0203000009059906,0.20202019810676575,1.0
200,0.5,75.26107361311833,14,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22489261627197266,0.016705870628356934,0.2224777787923813,1.0
200,0.5,75.26107361311833,15,edge_flip_vem,,,,215,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.018400000408291817,0.20565655827522278,1.0
200,0.5,75.26107361311833,15,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21115867793560028,0.01898927241563797,0.2133491486310959,0.9595659056988861
200,0.5,75.26107361311833,16,edge_flip_vem,,,,452,,,1e-05,0.2,0.02,0.2,0.19494949281215668,0.020999999716877937,0.19515150785446167,1.0
200,0.5,75.26107361311833,16,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21366380155086517,0.01799256168305874,0.2125130146741867,0.9595659056988861
200,0.5,75.26107361311833,17,edge_flip_vem,,,,299,,,1e-05,0.2,0.02,0.2,0.1987878829240799,0.01940000057220459,0.2010101079940796,1.0
200,0.5,75.26107361311833,17,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1496647447347641,0.11900891363620758,0.18660789728164673,0.14178110791972456
200,0.5,75.26107361311833,18,edge_flip_vem,,,,263,,,1e-05,0.2,0.02,0.2,0.21919192373752594,0.022199999541044235,0.19272726774215698,1.0
200,0.5,75.26107361311833,18,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21812298893928528,0.015178482048213482,0.2263467013835907,1.0
200,0.5,75.26107361311833,19,edge_flip_vem,,,,217,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019600000232458115,0.19313131272792816,1.0
200,0.5,75.26107361311833,19,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20036602020263672,0.04831475764513016,0.18695540726184845,0.7577078109175843
200,1.0,27.449962502007253,0,edge_flip_vem,,,,268,,,1e-05,0.2,0.02,0.2,0.10919597744941711,0.0,0.0,0.0
200,1.0,27.449962502007253,0,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22161731123924255,0.01662716455757618,0.20755372941493988,1.0
200,1.0,27.449962502007253,1,edge_flip_vem,,,,214,,,1e-05,0.2,0.02,0.2,0.20161616802215576,0.019700000062584877,0.19373737275600433,1.0
200,1.0,27.449962502007253,1,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2058175653219223,0.02443285845220089,0.22030189633369446,0.8888430835988428
200,1.0,27.449962502007253,2,edge_flip_vem,,,,219,,,1e-05,0.2,0.02,0.2,0.20242424309253693,0.01860000006854534,0.20141413807868958,1.0
200,1.0,27.449962502007253,2,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1573413908481598,0.1083809956908226,0.17591746151447296,0.1526255921470183
200,1.0,27.449962502007253,3,edge_flip_vem,,,,275,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.021900000050663948,0.20040403306484222,1.0
200,1.0,27.449962502007253,3,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22159013152122498,0.016797782853245735,0.20978225767612457,0.9595659056988861
200,1.0,27.449962502007253,4,edge_flip_vem,,,,564,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.01899999938905239,0.21070706844329834,1.0
200,1.0,27.449962502007253,4,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22119462490081787,0.013800409622490406,0.22700205445289612,1.0
200,1.0,27.449962502007253,5,edge_flip_vem,,,,319,,,1e-05,0.2,0.02,0.2,0.18646465241909027,0.020099999383091927,0.192525252699852,1.0
200,1.0,27.449962502007253,5,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20259247720241547,0.018678609281778336,0.2177763134241104,1.0
200,1.0,27.449962502007253,6,edge_flip_vem,,,,227,,,1e-05,0.2,0.02,0.2,0.19838383793830872,0.02280000038444996,0.19535353779792786,1.0
200,1.0,27.449962502007253,6,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.18460610508918762,0.06465985625982285,0.1893058717250824,0.5635301829358957
200,1.0,27.449962502007253,7,edge_flip_vem,,,,244,,,1e-05,0.2,0.02,0.2,0.1945454478263855,0.017999999225139618,0.192525252699852,1.0
200,1.0,27.449962502007253,7,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2197190374135971,0.015861203894019127,0.20600390434265137,0.9595659056988861
200,1.0,27.449962502007253,8,edge_flip_vem,,,,328,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019999999552965164,0.1965656578540802,1.0
200,1.0,27.449962502007253,8,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.18791337311267853,0.08128499984741211,0.17081664502620697,0.4429755154068367
200,1.0,27.449962502007253,9,edge_flip_vem,,,,289,,,1e-05,0.2,0.02,0.2,0.20363636314868927,0.020099999383091927,0.18747474253177643,1.0
200,1.0,27.449962502007253,9,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2274438887834549,0.022158034145832062,0.19989612698554993,0.9595659056988861
200,1.0,27.449962502007253,10,edge_flip_vem,,,,294,,,1e-05,0.2,0.02,0.2,0.2052525281906128,0.0203000009059906,0.19474747776985168,1.0
200,1.0,27.449962502007253,10,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22432509064674377,0.024392081424593925,0.19054552912712097,0.8380801143026412
200,1.0,27.449962502007253,11,edge_flip_vem,,,,612,,,1e-05,0.2,0.02,0.2,0.21252524852752686,0.017799999564886093,0.20242424309253693,1.0
200,1.0,27.449962502007253,11,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2284509390592575,0.014517982490360737,0.22881190478801727,1.0
200,1.0,27.449962502007253,12,edge_flip_vem,,,,583,,,1e-05,0.2,0.02,0.2,0.06430745869874954,0.0961061343550682,0.1349831223487854,0.0007195674037132582
200,1.0,27.449962502007253,12,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21709679067134857,0.01894102618098259,0.21398361027240753,1.0
200,1.0,27.449962502007253,13,edge_flip_vem,,,,361,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.021800000220537186,0.1987878829240799,1.0
200,1.0,27.449962502007253,13,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22527895867824554,0.01820870116353035,0.21466583013534546,0.9595659056988861
200,1.0,27.449962502007253,14,edge_flip_vem,,,,211,,,1e-05,0.2,0.02,0.2,0.20020201802253723,0.0203000009059906,0.20202019810676575,1.0
200,1.0,27.449962502007253,14,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22725895047187805,0.01666531153023243,0.21879826486110687,1.0
200,1.0,27.449962502007253,15,edge_flip_vem,,,,215,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.018400000408291817,0.20565655827522278,1.0
200,1.0,27.449962502007253,15,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2061978578567505,0.02914242632687092,0.20286306738853455,0.7816140318257216
200,1.0,27.449962502007253,16,edge_flip_vem,,,,452,,,1e-05,0.2,0.02,0.2,0.19494949281215668,0.020999999716877937,0.19515150785446167,1.0
200,1.0,27.449962502007253,16,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21491548418998718,0.03009621612727642,0.19504567980766296,0.9192068641040878
200,1.0,27.449962502007253,17,edge_flip_vem,,,,299,,,1e-05,0.2,0.02,0.2,0.1987878829240799,0.01940000057220459,0.2010101079940796,1.0
200,1.0,27.449962502007253,17,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.15370354056358337,0.1043103039264679,0.19482581317424774,0.28297435814589383
200,1.0,27.449962502007253,18,edge_flip_vem,,,,263,,,1e-05,0.2,0.02,0.2,0.21919192373752594,0.022199999541044235,0.19272726774215698,1.0
200,1.0,27.449962502007253,18,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2176162600517273,0.015220247209072113,0.22879798710346222,1.0
200,1.0,27.449962502007253,19,edge_flip_vem,,,,217,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019600000232458115,0.19313131272792816,1.0
200,1.0,27.449962502007253,19,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1882365494966507,0.1040053516626358,0.15112635493278503,0.14152195347803195
200,2.0,11.732851621374003,0,edge_flip_vem,,,,217,,,1e-05,0.2,0.02,0.2,0.10923995822668076,0.0,0.0,0.0
200,2.0,11.732851621374003,0,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2052840143442154,0.025512324646115303,0.20321087539196014,0.8888430835988429
200,2.0,11.732851621374003,1,edge_flip_vem,,,,214,,,1e-05,0.2,0.02,0.2,0.20161136984825134,0.01969229057431221,0.19373245537281036,1.0
200,2.0,11.732851621374003,1,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21555408835411072,0.023556383326649666,0.21310199797153473,0.8585594574581791
200,2.0,11.732851621374003,2,edge_flip_vem,,,,219,,,1e-05,0.2,0.02,0.2,0.2024194598197937,0.018592271953821182,0.20140935480594635,1.0
200,2.0,11.732851621374003,2,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.17457325756549835,0.08222755044698715,0.17863619327545166,0.44632888749472355
200,2.0,11.732851621374003,3,edge_flip_vem,,,,275,,,1e-05,0.2,0.02,0.2,0.19777292013168335,0.021892325952649117,0.2003992348909378,1.0
200,2.0,11.732851621374003,3,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21896003186702728,0.017122609540820122,0.21345500648021698,0.9595659056988861
200,2.0,11.732851621374003,4,edge_flip_vem,,,,564,,,1e-05,0.2,0.02,0.2,0.20100529491901398,0.01899227872490883,0.21070243418216705,1.0
200,2.0,11.732851621374003,4,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2092767208814621,0.021118754521012306,0.22119596600532532,0.7816140318257215
200,2.0,11.732851621374003,5,edge_flip_vem,,,,319,,,1e-05,0.2,0.02,0.2,0.18645961582660675,0.020092297345399857,0.19252032041549683,1.0
200,2.0,11.732851621374003,5,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21099209785461426,0.01734708994626999,0.20801426470279694,0.9595659056988861
200,2.0,11.732851621374003,6,edge_flip_vem,,,,227,,,1e-05,0.2,0.02,0.2,0.19837899506092072,0.022792339324951172,0.19534865021705627,1.0
200,2.0,11.732851621374003,6,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21092623472213745,0.01756872422993183,0.21876254677772522,1.0
200,2.0,11.732851621374003,7,edge_flip_vem,,,,244,,,1e-05,0.2,0.02,0.2,0.19454054534435272,0.017992263659834862,0.19252032041549683,1.0
200,2.0,11.732851621374003,7,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22709603607654572,0.016276299953460693,0.20192177593708038,0.9192068641040878
200,2.0,11.732851621374003,8,edge_flip_vem,,,,328,,,1e-05,0.2,0.02,0.2,0.196762815117836,0.019992295652627945,0.1965607851743698,1.0
200,2.0,11.732851621374003,8,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.18075554072856903,0.10188376158475876,0.1628061681985855,0.268232121226368
200,2.0,11.732851621374003,9,edge_flip_vem,,,,289,,,1e-05,0.2,0.02,0.2,0.20363160967826843,0.020092297345399857,0.1874697357416153,1.0
200,2.0,11.732851621374003,9,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.23053789138793945,0.023779064416885376,0.19575664401054382,0.8888430835988428
200,2.0,11.732851621374003,10,edge_flip_vem,,,,294,,,1e-05,0.2,0.02,0.2,0.20524778962135315,0.02029230073094368,0.1947425752878189,1.0
200,2.0,11.732851621374003,10,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22989851236343384,0.014482197351753712,0.20535476505756378,0.9595659056988861
200,2.0,11.732851621374003,11,edge_flip_vem,,,,612,,,1e-05,0.2,0.02,0.2,0.21252064406871796,0.01779226027429104,0.2024194598197937,1.0
200,2.0,11.732851621374003,11,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.23053009808063507,0.0141508923843503,0.2304065227508545,1.0
200,2.0,11.732851621374003,12,edge_flip_vem,,,,583,,,1e-05,0.2,0.02,0.2,0.06430046260356903,0.09609965234994888,0.13497726619243622,0.0007195674037132582
200,2.0,11.732851621374003,12,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22078894078731537,0.01848648674786091,0.21221919357776642,1.0
200,2.0,11.732851621374003,13,edge_flip_vem,,,,361,,,1e-05,0.2,0.02,0.2,0.20100529491901398,0.021792324259877205,0.1987830400466919,1.0
200,2.0,11.732851621374003,13,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2108161747455597,0.02780577540397644,0.205017551779747,0.8320416739190629
200,2.0,11.732851621374003,14,edge_flip_vem,,,,211,,,1e-05,0.2,0.02,0.2,0.20019720494747162,0.02029230073094368,0.20201541483402252,1.0
200,2.0,11.732851621374003,14,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22082294523715973,0.01851150393486023,0.22292323410511017,1.0
200,2.0,11.732851621374003,15,edge_flip_vem,,,,215,,,1e-05,0.2,0.02,0.2,0.19777292013168335,0.018392270430922508,0.20565183460712433,1.0
200,2.0,11.732851621374003,15,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2013704627752304,0.03314818814396858,0.19947868585586548,0.7386721149855451
200,2.0,11.732851621374003,16,edge_flip_vem,,,,452,,,1e-05,0.2,0.02,0.2,0.1949446052312851,0.020992310717701912,0.1951466202735901,1.0
200,2.0,11.732851621374003,16,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.19083654880523682,0.0617988146841526,0.1842556893825531,0.5986010734089012
200,2.0,11.732851621374003,17,edge_flip_vem,,,,228,,,1e-05,0.2,0.02,0.2,0.19898506999015808,0.019392285495996475,0.20080327987670898,1.0
200,2.0,11.732851621374003,17,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21330058574676514,0.02372289076447487,0.20862585306167603,0.8888430835988428
200,2.0,11.732851621374003,18,edge_flip_vem,,,,263,,,1e-05,0.2,0.02,0.2,0.2191874086856842,0.02219233103096485,0.19272233545780182,1.0
200,2.0,11.732851621374003,18,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21917058527469635,0.015110064297914505,0.22736701369285583,1.0
200,2.0,11.732851621374003,19,edge_flip_vem,,,,217,,,1e-05,0.2,0.02,0.2,0.196762815117836,0.0195922888815403,0.193126380443573,1.0
200,2.0,11.732851621374003,19,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21619626879692078,0.02917439118027687,0.19450804591178894,0.8320416739190629
200,5.0,4.150006096013556,0,edge_flip_vem,,,,337,,,1e-05,0.2,0.02,0.2,0.19935505092144012,0.02196202240884304,0.19977203011512756,1.0
200,5.0,4.150006096013556,0,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20238035917282104,0.03708522766828537,0.19422173500061035,0.8622433486037285
200,5.0,4.150006096013556,1,edge_flip_vem,,,,183,,,1e-05,0.2,0.02,0.2,0.20310790836811066,0.019278734922409058,0.1958106905221939,1.0
200,5.0,4.150006096013556,1,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21432606875896454,0.026540709659457207,0.2089053839445114,0.8056081421684229
200,5.0,4.150006096013556,2,edge_flip_vem,,,,162,,,1e-05,0.2,0.02,0.2,0.20227393507957458,0.020207565277814865,0.1991465538740158,1.0
200,5.0,4.150006096013556,2,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1942407786846161,0.039616942405700684,0.19765865802764893,0.7648442977525686
200,5.0,4.150006096013556,3,edge_flip_vem,,,,224,,,1e-05,0.2,0.02,0.2,0.20060600340366364,0.021136395633220673,0.19998052716255188,1.0
200,5.0,4.150006096013556,3,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2004181295633316,0.027008019387722015,0.21849429607391357,0.8585594574581791
200,5.0,4.150006096013556,4,edge_flip_vem,,,,536,,,1e-05,0.2,0.02,0.2,0.21061359345912933,0.019381938502192497,0.2035248875617981,1.0
200,5.0,4.150006096013556,4,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1774994283914566,0.11505037546157837,0.16650235652923584,0.11878122704551675
