N,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epsilon_rho,epochs,epochs_gamma,epochs_beta,delta,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
100,2.0,11.732851621374003,6,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.19647565484046936,0.07152984291315079,0.20116353034973145,0.5006054392285263
100,2.0,11.732851621374003,7,edge_flip_vem,,,,193,,,1e-05,0.2,0.02,0.2,0.19672982394695282,0.018792275339365005,0.21550564467906952,1.0
100,2.0,11.732851621374003,7,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.19527587294578552,0.12687690556049347,0.16875362396240234,0.06689538498623886
100,2.0,11.732851621374003,8,edge_flip_vem,,,,313,,,1e-05,0.2,0.02,0.2,0.10625630617141724,0.0,0.0,0.0
100,2.0,11.732851621374003,8,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.14824306964874268,0.12959563732147217,0.21340888738632202,0.00755846491112723
100,2.0,11.732851621374003,9,edge_flip_vem,,,,510,,,1e-05,0.2,0.02,0.2,0.19999518990516663,0.018392270430922508,0.20979125797748566,1.0
100,2.0,11.732851621374003,9,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.24637942016124725,0.05822623893618584,0.20224754512310028,0.5333833942150725
100,2.0,11.732851621374003,10,edge_flip_vem,,,,174,,,1e-05,0.2,0.02,0.2,0.1950971484184265,0.017592256888747215,0.19999518990516663,1.0
100,2.0,11.732851621374003,10,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20573244988918304,0.06049094721674919,0.18989235162734985,0.4157611883571446
100,2.0,11.732851621374003,11,edge_flip_vem,,,,274,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.1125190332531929,0.0
100,2.0,11.732851621374003,11,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.17805825173854828,0.12286257743835449,0.18246830999851227,0.11987290005810998
100,2.0,11.732851621374003,12,edge_flip_vem,,,,197,,,1e-05,0.2,0.02,0.2,0.18448473513126373,0.018792275339365005,0.19754616916179657,1.0
100,2.0,11.732851621374003,12,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22078773379325867,0.06035739555954933,0.19931602478027344,0.5048484896887586
100,2.0,11.732851621374003,13,edge_flip_vem,,,,618,,,1e-05,0.2,0.02,0.2,0.21958734095096588,0.02319234609603882,0.18938277661800385,1.0
100,2.0,11.732851621374003,13,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.24932880699634552,0.0462394542992115,0.19678406417369843,0.7149460394223506
100,2.0,11.732851621374003,14,edge_flip_vem,,,,584,,,1e-05,0.2,0.02,0.2,0.20815858244895935,0.021992327645421028,0.17877034842967987,1.0
100,2.0,11.732851621374003,14,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20454539358615875,0.11444050073623657,0.17284756898880005,0.13332664069753825
100,2.0,11.732851621374003,15,edge_flip_vem,,,,242,,,1e-05,0.2,0.02,0.2,0.1918317824602127,0.017592256888747215,0.19428080320358276,1.0
100,2.0,11.732851621374003,15,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1907026767730713,0.11118880659341812,0.18833544850349426,0.20716770520852693
100,2.0,11.732851621374003,16,edge_flip_vem,,,,713,,,1e-05,0.2,0.02,0.2,0.19264812767505646,0.021192314103245735,0.1934644728899002,1.0
100,2.0,11.732851621374003,16,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1660880148410797,0.12380614876747131,0.19152548909187317,0.03570031803557409
100,2.0,11.732851621374003,17,edge_flip_vem,,,,279,,,1e-05,0.2,0.02,0.2,0.19754616916179657,0.024392366409301758,0.1885664314031601,1.0
100,2.0,11.732851621374003,17,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20005112886428833,0.11948633193969727,0.17663124203681946,0.175053748528183
100,2.0,11.732851621374003,18,edge_flip_vem,,,,286,,,1e-05,0.2,0.02,0.2,0.20326054096221924,0.019992295652627945,0.18775008618831635,1.0
100,2.0,11.732851621374003,18,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20205742120742798,0.04564175754785538,0.22914984822273254,0.41725117676350326
100,2.0,11.732851621374003,19,edge_flip_vem,,,,222,,,1e-05,0.2,0.02,0.2,0.18448473513126373,0.015192218124866486,0.19264812767505646,1.0
100,2.0,11.732851621374003,19,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20667745172977448,0.04450511932373047,0.2043159157037735,0.8782063702756283
100,5.0,4.150006096013556,0,edge_flip_vem,,,,259,,,1e-05,0.2,0.02,0.2,0.1996571570634842,0.02196202240884304,0.23082877695560455,1.0
100,5.0,4.150006096013556,0,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2531031668186188,0.05006660521030426,0.2174314707517624,0.6349910030198422
100,5.0,4.150006096013556,1,edge_flip_vem,,,,542,,,1e-05,0.2,0.02,0.2,0.19460229575634003,0.0293926652520895,0.21145182847976685,1.0
100,5.0,4.150006096013556,1,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21503035724163055,0.1252412647008896,0.1645333170890808,0.011011968121955752
100,5.0,4.150006096013556,2,edge_flip_vem,,,,267,,,1e-05,0.2,0.02,0.2,0.21313677728176117,0.01288012694567442,0.19881467521190643,1.0
100,5.0,4.150006096013556,2,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.23826821148395538,0.039510227739810944,0.2478019744157791,0.6349910030198422
100,5.0,4.150006096013556,3,edge_flip_vem,,,,687,,,1e-05,0.2,0.02,0.2,0.0027474332600831985,0.06410019844770432,0.12761402130126953,0.008943110719578682
100,5.0,4.150006096013556,3,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1980629414319992,0.14065903425216675,0.21390950679779053,0.09653450898202479
100,5.0,4.150006096013556,4,edge_flip_vem,,,,250,,,1e-05,0.2,0.02,0.2,0.20218458771705627,0.019485142081975937,0.1929173469543457,1.0
100,5.0,4.150006096013556,4,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20062807202339172,0.08588438481092453,0.20825427770614624,0.2987519751181319
100,5.0,4.150006096013556,5,edge_flip_vem,,,,693,,,1e-05,0.2,0.02,0.2,0.19635745882987976,0.022390199825167656,0.19038991630077362,0.9291252238549075
100,5.0,4.150006096013556,5,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22316378355026245,0.08117598295211792,0.22608572244644165,0.5006054392285263
100,5.0,4.150006096013556,6,edge_flip_vem,,,,946,,,1e-05,0.2,0.02,0.2,0.20543169975280762,0.1084866151213646,0.06632029265165329,0.02517440612296311
100,5.0,4.150006096013556,6,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20610949397087097,0.13413769006729126,0.17844504117965698,0.007261306984853738
100,5.0,4.150006096013556,7,edge_flip_vem,,,,208,,,1e-05,0.2,0.02,0.2,0.20134210586547852,0.021136395633220673,0.22156153619289398,1.0
100,5.0,4.150006096013556,7,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.24490630626678467,0.08014331012964249,0.24605071544647217,0.5333833942150725
100,5.0,4.150006096013556,8,edge_flip_vem,,,,260,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10490833967924118,0.0
100,5.0,4.150006096013556,8,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.16059185564517975,0.13157056272029877,0.2774493396282196,0.054496040820052626
100,5.0,4.150006096013556,9,edge_flip_vem,,,,632,,,1e-05,0.2,0.02,0.2,0.20134210586547852,0.019072329625487328,0.208081915974617,1.0
100,5.0,4.150006096013556,9,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.24334606528282166,0.076275534927845,0.22345726191997528,0.47250107612143855
100,5.0,4.150006096013556,10,edge_flip_vem,,,,160,,,1e-05,0.2,0.02,0.2,0.1996571570634842,0.019072329625487328,0.19797219336032867,1.0
100,5.0,4.150006096013556,10,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21405044198036194,0.04709768295288086,0.22158832848072052,0.5978208097977278
100,5.0,4.150006096013556,11,edge_flip_vem,,,,272,,,1e-05,0.2,0.02,0.2,0.20471200346946716,0.02154920995235443,0.20471200346946716,1.0
100,5.0,4.150006096013556,11,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.17835430800914764,0.11921093612909317,0.2468440681695938,0.11226045407338711
100,5.0,4.150006096013556,12,edge_flip_vem,,,,281,,,1e-05,0.2,0.02,0.2,0.179057776927948,0.01908637024462223,0.2007453441619873,0.9291252238549075
100,5.0,4.150006096013556,12,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.220682755112648,0.0723729059100151,0.23362575471401215,0.4532839480340869
100,5.0,4.150006096013556,13,edge_flip_vem,,,,538,,,1e-05,0.2,0.02,0.2,0.2232464849948883,0.024438904598355293,0.19123238325119019,1.0
100,5.0,4.150006096013556,13,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.28121888637542725,0.0578388050198555,0.1945277899503708,0.6349910030198425
100,5.0,4.150006096013556,14,edge_flip_vem,,,,427,,,1e-05,0.2,0.02,0.2,0.208081915974617,0.019485142081975937,0.17943771183490753,1.0
100,5.0,4.150006096013556,14,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21906627714633942,0.10941659659147263,0.2542593777179718,0.23983249703803491
100,5.0,4.150006096013556,15,edge_flip_vem,,,,294,,,1e-05,0.2,0.02,0.2,0.18715216219425201,0.01908637024462223,0.1981126070022583,0.9291252238549075
100,5.0,4.150006096013556,15,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21891610324382782,0.0921393409371376,0.2590135335922241,0.26787008970912907
100,5.0,4.150006096013556,16,edge_flip_vem,,,,527,,,1e-05,0.2,0.02,0.2,0.1887049525976181,0.023200463503599167,0.19123238325119019,1.0
100,5.0,4.150006096013556,16,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1884952038526535,0.13213390111923218,0.2139279991388321,0.010504647530909251
100,5.0,4.150006096013556,17,edge_flip_vem,,,,320,,,1e-05,0.2,0.02,0.2,0.2033780962228775,0.026932964101433754,0.1822955310344696,0.9291252238549075
100,5.0,4.150006096013556,17,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.25578320026397705,0.14397874474525452,0.18806374073028564,0.0003017697373495547
100,5.0,4.150006096013556,18,edge_flip_vem,,,,288,,,1e-05,0.2,0.02,0.2,0.20555448532104492,0.017008261755108833,0.1887049525976181,1.0
100,5.0,4.150006096013556,18,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22833098471164703,0.055136919021606445,0.2435116320848465,0.47063913471263574
100,5.0,4.150006096013556,19,edge_flip_vem,,,,200,,,1e-05,0.2,0.02,0.2,0.18280762434005737,0.014944193884730339,0.19207486510276794,1.0
100,5.0,4.150006096013556,19,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20142118632793427,0.08937782794237137,0.22639183700084686,0.14786423385306455
100,10.0,1.9953178628215948,0,edge_flip_vem,,,,173,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.11567224562168121,0.0
100,10.0,1.9953178628215948,0,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2942360043525696,0.07289253920316696,0.2816925048828125,0.25870096797707953
100,10.0,1.9953178628215948,1,edge_flip_vem,,,,623,,,1e-05,0.2,0.02,0.2,0.11089138686656952,0.0,0.0,0.0
100,10.0,1.9953178628215948,1,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2821120321750641,0.11321675777435303,0.20752127468585968,0.010789584794377008
100,10.0,1.9953178628215948,2,edge_flip_vem,,,,291,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10398570448160172,0.0
100,10.0,1.9953178628215948,2,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.30546343326568604,0.09996797889471054,0.2958120107650757,0.05744833341206719
100,10.0,1.9953178628215948,3,edge_flip_vem,,,,954,,,1e-05,0.2,0.02,0.2,0.0,0.050942834466695786,0.1595526784658432,0.007075971200995503
100,10.0,1.9953178628215948,3,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.31944727897644043,0.14988988637924194,0.2612510025501251,0.004662264774345075
100,10.0,1.9953178628215948,4,edge_flip_vem,,,,242,,,1e-05,0.2,0.02,0.2,0.10876656323671341,0.0,0.0,0.0
100,10.0,1.9953178628215948,4,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2578585147857666,0.10092137008905411,0.2190033197402954,0.02964327933391515
100,10.0,1.9953178628215948,5,edge_flip_vem,,,,157,,,1e-05,0.2,0.02,0.2,0.10584492981433868,0.0,0.0,0.0
100,10.0,1.9953178628215948,5,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2562858760356903,0.11457034945487976,0.2670001685619354,0.0026694535914474353
100,10.0,1.9953178628215948,6,edge_flip_vem,,,,859,,,1e-05,0.2,0.02,0.2,0.22244471311569214,0.11521224677562714,0.021789047867059708,0.004662264774345075
100,10.0,1.9953178628215948,6,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.3490104675292969,0.10382329672574997,0.22512808442115784,0.0797957030202867
100,10.0,1.9953178628215948,7,edge_flip_vem,,,,409,,,1e-05,0.2,0.02,0.2,0.11328181624412537,0.0,0.0,0.0
100,10.0,1.9953178628215948,7,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.30039677023887634,0.08885186165571213,0.32754868268966675,0.30055354064448236
100,10.0,1.9953178628215948,8,edge_flip_vem,,,,246,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10850095748901367,0.0
100,10.0,1.9953178628215948,8,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2736216187477112,0.11795574426651001,0.33092525601387024,0.07535671081028444
100,10.0,1.9953178628215948,9,edge_flip_vem,,,,802,,,1e-05,0.2,0.02,0.2,0.14083078503608704,0.0315435491502285,0.0,0.003034393124605734
100,10.0,1.9953178628215948,9,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2993810176849365,0.11900175362825394,0.33405521512031555,0.05744833341206719
100,10.0,1.9953178628215948,10,edge_flip_vem,,,,172,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10850638151168823,0.018639764244343528
100,10.0,1.9953178628215948,10,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.27657943964004517,0.09716477990150452,0.18018552660942078,0.030119699730181713
100,10.0,1.9953178628215948,11,edge_flip_vem,,,,214,,,1e-05,0.2,0.02,0.2,0.11460983008146286,0.0,0.0,0.0
100,10.0,1.9953178628215948,11,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21902449429035187,0.0879565179347992,0.343727171421051,0.2855817360372474
100,10.0,1.9953178628215948,12,edge_flip_vem,,,,415,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.09681441634893417,0.0
100,10.0,1.9953178628215948,12,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.3044671416282654,0.1234419047832489,0.2454867959022522,0.11226045407338711
100,10.0,1.9953178628215948,13,edge_flip_vem,,,,802,,,1e-05,0.2,0.02,0.2,0.11365582793951035,0.3074377179145813,0.0,0.018639764244343528
100,10.0,1.9953178628215948,13,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.3070870339870453,0.08365082740783691,0.24637781083583832,0.3904935986852873
100,10.0,1.9953178628215948,14,edge_flip_vem,,,,204,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.11646905541419983,0.0
100,10.0,1.9953178628215948,14,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2847539186477661,0.13164570927619934,0.367167204618454,0.16708354374407297
100,10.0,1.9953178628215948,15,edge_flip_vem,,,,208,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.09893924742937088,0.0
100,10.0,1.9953178628215948,15,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.28832221031188965,0.12131813913583755,0.34056583046913147,0.04233997721440788
100,10.0,1.9953178628215948,16,edge_flip_vem,,,,423,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10717294365167618,0.0
100,10.0,1.9953178628215948,16,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.23811250925064087,0.13936392962932587,0.2888146936893463,0.0026694535914474353
100,10.0,1.9953178628215948,17,edge_flip_vem,,,,214,,,1e-05,0.2,0.02,0.2,0.10770414769649506,0.0,0.0,0.0
100,10.0,1.9953178628215948,17,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2999013662338257,0.13733616471290588,0.322784423828125,0.002611220469271829
100,10.0,1.9953178628215948,18,edge_flip_vem,,,,367,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.11434422433376312,0.0
100,10.0,1.9953178628215948,18,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.27877116203308105,0.08930110186338425,0.30993950366973877,0.05744833341206719
100,10.0,1.9953178628215948,19,edge_flip_vem,,,,293,,,1e-05,0.2,0.02,0.2,0.0,0.0,0.10265769064426422,0.0
100,10.0,1.9953178628215948,19,sbm_dpsgd_all_noised,1.9223734183771504,0.5431122541136532,0.361612254113653,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.23301878571510315,0.10397268831729889,0.3397521674633026,0.07083693545803353
200,0.1,1605.2166291686756,0,edge_flip_vem,,,,268,,,1e-05,0.2,0.02,0.2,0.10919597744941711,0.0,0.0,0.0
200,0.1,1605.2166291686756,0,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21557720005512238,0.021968770772218704,0.20188045501708984,0.9192068641040878
200,0.1,1605.2166291686756,1,edge_flip_vem,,,,214,,,1e-05,0.2,0.02,0.2,0.20161616802215576,0.019700000062584877,0.19373737275600433,1.0
200,0.1,1605.2166291686756,1,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20516613125801086,0.021659787744283676,0.21754090487957,0.9291252238549085
200,0.1,1605.2166291686756,2,edge_flip_vem,,,,219,,,1e-05,0.2,0.02,0.2,0.20242424309253693,0.01860000006854534,0.20141413807868958,1.0
200,0.1,1605.2166291686756,2,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.1917681246995926,0.039642684161663055,0.20520298182964325,0.7816140318257216
200,0.1,1605.2166291686756,3,edge_flip_vem,,,,275,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.021900000050663948,0.20040403306484222,1.0
200,0.1,1605.2166291686756,3,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22561757266521454,0.014877000823616982,0.2103417068719864,0.9595659056988861
200,0.1,1605.2166291686756,4,edge_flip_vem,,,,564,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.01899999938905239,0.21070706844329834,1.0
200,0.1,1605.2166291686756,4,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21977096796035767,0.013757956214249134,0.23255524039268494,1.0
200,0.1,1605.2166291686756,5,edge_flip_vem,,,,319,,,1e-05,0.2,0.02,0.2,0.18646465241909027,0.020099999383091927,0.192525252699852,1.0
200,0.1,1605.2166291686756,5,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2049296647310257,0.017906736582517624,0.21451830863952637,0.9595659056988861
200,0.1,1605.2166291686756,6,edge_flip_vem,,,,227,,,1e-05,0.2,0.02,0.2,0.19838383793830872,0.02280000038444996,0.19535353779792786,1.0
200,0.1,1605.2166291686756,6,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.20764246582984924,0.02213873714208603,0.208132803440094,0.9192068641040878
200,0.1,1605.2166291686756,7,edge_flip_vem,,,,244,,,1e-05,0.2,0.02,0.2,0.1945454478263855,0.017999999225139618,0.192525252699852,1.0
200,0.1,1605.2166291686756,7,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21239177882671356,0.01678125374019146,0.21359911561012268,0.9595659056988861
200,0.1,1605.2166291686756,8,edge_flip_vem,,,,328,,,1e-05,0.2,0.02,0.2,0.1967676728963852,0.019999999552965164,0.1965656578540802,1.0
200,0.1,1605.2166291686756,8,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.19599707424640656,0.049579109996557236,0.19192302227020264,0.8320416739190629
200,0.1,1605.2166291686756,9,edge_flip_vem,,,,289,,,1e-05,0.2,0.02,0.2,0.20363636314868927,0.020099999383091927,0.18747474253177643,1.0
200,0.1,1605.2166291686756,9,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22498056292533875,0.020479483529925346,0.20317146182060242,1.0
200,0.1,1605.2166291686756,10,edge_flip_vem,,,,294,,,1e-05,0.2,0.02,0.2,0.2052525281906128,0.0203000009059906,0.19474747776985168,1.0
200,0.1,1605.2166291686756,10,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2129330039024353,0.03601803258061409,0.18841464817523956,0.7648442977525686
200,0.1,1605.2166291686756,11,edge_flip_vem,,,,612,,,1e-05,0.2,0.02,0.2,0.21252524852752686,0.017799999564886093,0.20242424309253693,1.0
200,0.1,1605.2166291686756,11,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.22592437267303467,0.01620476320385933,0.22549594938755035,1.0
200,0.1,1605.2166291686756,12,edge_flip_vem,,,,583,,,1e-05,0.2,0.02,0.2,0.06430745869874954,0.0961061343550682,0.1349831223487854,0.0007195674037132582
200,0.1,1605.2166291686756,12,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.21821655333042145,0.01804180070757866,0.2101978212594986,0.9595659056988861
200,0.1,1605.2166291686756,13,edge_flip_vem,,,,361,,,1e-05,0.2,0.02,0.2,0.2010101079940796,0.021800000220537186,0.1987878829240799,1.0
200,0.1,1605.2166291686756,13,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2240828424692154,0.017472241073846817,0.2176966518163681,0.9595659056988861
200,0.1,1605.2166291686756,14,edge_flip_vem,,,,211,,,1e-05,0.2,0.02,0.2,0.20020201802253723,0.0203000009059906,0.20202019810676575,1.0
200,0.1,1605.2166291686756,14,sbm_dpsgd_all_noised,1492.9944069464532,122.62403657608145,5.635918426327381,11.0,6.0,5.0,1e-05,0.2,0.02,0.2,0.2226274013519287,0.015375697053968906,0.22451218962669373,1.0
200,0.1,1605.2166291686756,15,edge_flip_vem,,,,215,,,1e-05,0.2,0.02,0.2,0.19777777791023254,0.018400000408291817,0.20565655827522278,1.0
