N,K,dc_sigma,normalize_weights,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epsilon_rho,epochs,epochs_gamma,epochs_beta,delta,mean_degree,degree_cv,max_degree,min_degree,weight_mean,weight_cv,lcc_size,lcc_frac,n_components,n_isolated,beta_nominal_00,beta_nominal_01,beta_nominal_11,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
500,2,0.25,True,0.5,75.26107361311833,18,edge_flip_vem,,,,190,,,1e-05,55.64,0.2191240652761189,109,29,1.0,0.1902344823252059,500,1.0,1,0,0.2,0.02,0.2,0.20604016064257027,0.02064,0.19942168674698796,0.199421688914299,0.020640000700950623,0.206040158867836,1.0
500,2,0.25,True,0.5,75.26107361311833,18,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,55.64,0.2191240652761189,109,29,1.0,0.1902344823252059,500,1.0,1,0,0.2,0.02,0.2,0.20604016064257027,0.02064,0.19942168674698796,0.22357307374477386,0.012964765541255474,0.22208501398563385,1.0
500,2,0.25,True,0.5,75.26107361311833,19,edge_flip_vem,,,,289,,,1e-05,54.344,0.22530104899775277,104,29,0.9999999999999998,0.1941465144313283,500,1.0,1,0,0.2,0.02,0.2,0.19604819277108435,0.020288,0.19971084337349398,0.19971084594726562,0.020287999883294106,0.19604820013046265,1.0
500,2,0.25,True,0.5,75.26107361311833,19,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,54.344,0.22530104899775277,104,29,0.9999999999999998,0.1941465144313283,500,1.0,1,0,0.2,0.02,0.2,0.19604819277108435,0.020288,0.19971084337349398,0.20591826736927032,0.010812018997967243,0.23130957782268524,0.981182940453905
500,2,0.25,True,1.0,27.449962502007253,0,edge_flip_vem,,,,236,,,1e-05,54.804,0.2271168276168213,95,26,1.0,0.1818459768096851,500,1.0,1,0,0.2,0.02,0.2,0.1984578313253012,0.019616,0.20234538152610443,0.19845783710479736,0.01961600035429001,0.20234538614749908,1.0
500,2,0.25,True,1.0,27.449962502007253,0,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,54.804,0.2271168276168213,95,26,1.0,0.1818459768096851,500,1.0,1,0,0.2,0.02,0.2,0.1984578313253012,0.019616,0.20234538152610443,0.2046569436788559,0.039845630526542664,0.18591821193695068,0.7136563801132055
500,2,0.25,True,1.0,27.449962502007253,1,edge_flip_vem,,,,327,,,1e-05,54.552,0.22863215353642743,105,31,1.0,0.19798177436587147,500,1.0,1,0,0.2,0.02,0.2,0.19816867469879518,0.019552,0.20073895582329318,0.20073895156383514,0.019551999866962433,0.19816868007183075,1.0
500,2,0.25,True,1.0,27.449962502007253,1,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,54.552,0.22863215353642743,105,31,1.0,0.19798177436587147,500,1.0,1,0,0.2,0.02,0.2,0.19816867469879518,0.019552,0.20073895582329318,0.22687356173992157,0.011865830980241299,0.21373280882835388,1.0
500,2,0.25,True,1.0,27.449962502007253,2,edge_flip_vem,,,,230,,,1e-05,54.748,0.23953073037393552,107,30,1.0,0.20102710900174986,500,1.0,1,0,0.2,0.02,0.2,0.20035341365461848,0.020032,0.19916465863453817,0.19916465878486633,0.020031999796628952,0.20035341382026672,1.0
500,2,0.25,True,1.0,27.449962502007253,2,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,54.748,0.23953073037393552,107,30,1.0,0.20102710900174986,500,1.0,1,0,0.2,0.02,0.2,0.20035341365461848,0.020032,0.19916465863453817,0.2149292230606079,0.01227304246276617,0.2219407707452774,1.0
