regime,N,p,q,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epsilon_rho,epochs,epochs_gamma,epochs_beta,delta,mean_degree,lcc_size,lcc_frac,n_components,n_isolated,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,15,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,3.204,483,0.966,17,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.10193994641304016,0.005902936216443777,0.12616580724716187,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,16,edge_flip_vem,,,,215,,,1e-05,3.416,483,0.966,18,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.0,0.006845691241323948,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,16,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,3.416,483,0.966,18,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.1395268738269806,0.006242615636438131,0.09489943087100983,4.6202942039026765e-05
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,17,edge_flip_vem,,,,351,,,1e-05,3.692,485,0.97,15,13,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.0,0.007398797664791346,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,17,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,3.692,485,0.97,15,13,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.10198192298412323,0.006235003005713224,0.12772458791732788,1.1543852922255368e-05
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,18,edge_flip_vem,,,,444,,,1e-05,3.552,484,0.968,14,12,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.007118236273527145,0.0,0.0,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,18,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,3.552,484,0.968,14,12,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.11765075474977493,0.0060172597877681255,0.11093535274267197,0.009764543729919216
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,19,edge_flip_vem,,,,429,,,1e-05,3.312,480,0.96,20,18,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.0,0.006637274753302336,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,19,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,3.312,480,0.96,20,18,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.10114698857069016,0.00601440854370594,0.1288769394159317,0.0001040600025821321
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,0,edge_flip_vem,,,,546,,,1e-05,3.436,482,0.964,19,18,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.020665323361754417,0.006663408130407333,0.002851159969085246
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,0,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,3.436,482,0.964,19,18,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.10342471301555634,0.006434115581214428,0.12712812423706055,0.00010425994036461417
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,1,edge_flip_vem,,,,715,,,1e-05,3.416,489,0.978,11,9,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.019393939524888992,0.006592238321900368,0.0005429505113007086
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,1,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,3.416,489,0.978,11,9,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.10241987556219101,0.005885085556656122,0.1279677152633667,0.02251122147062973
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,2,edge_flip_vem,,,,712,,,1e-05,3.58,483,0.966,17,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.00477326987311244,0.011461740359663963,0.027160493656992912,0.005863795645189283
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,2,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,3.58,483,0.966,17,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.12858092784881592,0.006259501911699772,0.10019643604755402,0.0019517867335456106
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,3,edge_flip_vem,,,,326,,,1e-05,3.452,485,0.97,15,13,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.0,0.006917835678905249,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,3,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,3.452,485,0.97,15,13,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.1052398681640625,0.006168528459966183,0.1235770583152771,0.00028997790097239144
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,4,edge_flip_vem,,,,548,,,1e-05,3.476,482,0.964,19,18,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.06666667014360428,0.019568150863051414,0.006651829928159714,0.007764754393899945
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,4,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,3.476,482,0.964,19,18,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.09937627613544464,0.006350918672978878,0.13122281432151794,1.1543852922255368e-05
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,1.0,27.449962502007253,5,edge_flip_vem,,,,277,,,1e-05,3.408,478,0.956,23,22,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.036363635212183,0.01635991781949997,0.006386402528733015,0.00023302813364847914
